Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Washington Nationals,0,Arizona D'Backs,12,8,September 27 2013,4
Philadelphia Phillies,1,Atlanta Braves,1,0,September 27 2013,1
Boston Red Sox,0,Baltimore Orioles,15,12,September 27 2013,3
Kansas City Royals,0,Chicago White Sox,7,6,September 27 2013,1
Pittsburgh Pirates,0,Cincinnati Reds,5,4,September 27 2013,1
New York Yankees,0,Houston Astros,5,3,September 27 2013,2
Colorado Rockies,1,Los Angeles Dodgers,11,0,September 27 2013,11
Detroit Tigers,1,Miami Marlins,5,2,September 27 2013,3
Cleveland Indians,0,Minnesota Twins,18,12,September 27 2013,6
Milwaukee Brewers,0,New York Mets,6,4,September 27 2013,2
Oakland Athletics,0,Seattle Mariners,10,8,September 27 2013,2
San Diego Padres,1,San Francisco Giants,10,3,September 27 2013,7
Chicago Cubs,1,St. Louis Cardinals,7,0,September 27 2013,7
LA Angels of Anaheim,1,Texas Rangers,8,3,September 27 2013,5
Tampa Bay Rays,1,Toronto Blue Jays,9,3,September 27 2013,6
Washington Nationals,0,Arizona D'Backs,2,2,September 28 2013,0
Philadelphia Phillies,0,Atlanta Braves,9,5,September 28 2013,4
Boston Red Sox,1,Baltimore Orioles,11,5,September 28 2013,6
Kansas City Royals,1,Chicago White Sox,11,5,September 28 2013,6
Pittsburgh Pirates,0,Cincinnati Reds,11,8,September 28 2013,3
New York Yankees,0,Houston Astros,3,2,September 28 2013,1
Colorado Rockies,0,Los Angeles Dodgers,1,1,September 28 2013,0
Detroit Tigers,1,Miami Marlins,3,1,September 28 2013,2
Cleveland Indians,0,Minnesota Twins,6,5,September 28 2013,1
Milwaukee Brewers,0,New York Mets,6,4,September 28 2013,2
Oakland Athletics,1,Seattle Mariners,12,5,September 28 2013,7
San Diego Padres,0,San Francisco Giants,12,9,September 28 2013,3
Chicago Cubs,1,St. Louis Cardinals,8,2,September 28 2013,6
LA Angels of Anaheim,1,Texas Rangers,11,4,September 28 2013,7
Tampa Bay Rays,1,Toronto Blue Jays,9,2,September 28 2013,7
Washington Nationals,1,Arizona D'Backs,5,2,September 29 2013,3
Philadelphia Phillies,1,Atlanta Braves,17,5,September 29 2013,12
Boston Red Sox,1,Baltimore Orioles,13,6,September 29 2013,7
Kansas City Royals,0,Chicago White Sox,5,4,September 29 2013,1
Pittsburgh Pirates,0,Cincinnati Reds,6,4,September 29 2013,2
New York Yankees,0,Houston Astros,6,5,September 29 2013,1
Colorado Rockies,0,Los Angeles Dodgers,3,2,September 29 2013,1
Detroit Tigers,1,Miami Marlins,1,0,September 29 2013,1
Cleveland Indians,0,Minnesota Twins,6,5,September 29 2013,1
Milwaukee Brewers,1,New York Mets,5,2,September 29 2013,3
Oakland Athletics,0,Seattle Mariners,9,9,September 29 2013,0
San Diego Padres,1,San Francisco Giants,13,6,September 29 2013,7
Chicago Cubs,1,St. Louis Cardinals,4,0,September 29 2013,4
LA Angels of Anaheim,1,Texas Rangers,8,2,September 29 2013,6
Tampa Bay Rays,0,Toronto Blue Jays,13,7,September 29 2013,6
Tampa Bay Rays,0,Texas Rangers,7,5,September 30 2013,2
Cincinnati Reds,1,Pittsburgh Pirates,8,2,October 1 2013,6
Tampa Bay Rays,0,Cleveland Indians,4,4,October 2 2013,0
Los Angeles Dodgers,0,Atlanta Braves,7,6,October 3 2013,1
Pittsburgh Pirates,1,St. Louis Cardinals,10,1,October 3 2013,9
Los Angeles Dodgers,1,Atlanta Braves,7,3,October 4 2013,4
Tampa Bay Rays,1,Boston Red Sox,14,2,October 4 2013,12
Detroit Tigers,0,Oakland Athletics,5,3,October 4 2013,2
Pittsburgh Pirates,0,St. Louis Cardinals,8,7,October 4 2013,1
Tampa Bay Rays,1,Boston Red Sox,11,4,October 5 2013,7
Detroit Tigers,1,Oakland Athletics,1,0,October 5 2013,1
Atlanta Braves,1,Los Angeles Dodgers,19,6,October 6 2013,13
St. Louis Cardinals,1,Pittsburgh Pirates,8,3,October 6 2013,5
Oakland Athletics,0,Detroit Tigers,9,6,October 7 2013,3
Atlanta Braves,1,Los Angeles Dodgers,7,3,October 7 2013,4
St. Louis Cardinals,0,Pittsburgh Pirates,3,2,October 7 2013,1
Boston Red Sox,1,Tampa Bay Rays,9,4,October 7 2013,5
Oakland Athletics,1,Detroit Tigers,14,6,October 8 2013,8
Boston Red Sox,0,Tampa Bay Rays,4,3,October 8 2013,1
Pittsburgh Pirates,1,St. Louis Cardinals,7,1,October 9 2013,6
Detroit Tigers,0,Oakland Athletics,3,3,October 10 2013,0
Los Angeles Dodgers,1,St. Louis Cardinals,5,2,October 11 2013,3
Detroit Tigers,0,Boston Red Sox,1,1,October 12 2013,0
Los Angeles Dodgers,1,St. Louis Cardinals,1,0,October 12 2013,1
Detroit Tigers,1,Boston Red Sox,11,5,October 13 2013,6
St. Louis Cardinals,1,Los Angeles Dodgers,3,0,October 14 2013,3
Boston Red Sox,0,Detroit Tigers,1,1,October 15 2013,0
St. Louis Cardinals,0,Los Angeles Dodgers,6,4,October 15 2013,2
Boston Red Sox,1,Detroit Tigers,10,3,October 16 2013,7
St. Louis Cardinals,1,Los Angeles Dodgers,10,4,October 16 2013,6
Boston Red Sox,0,Detroit Tigers,7,4,October 17 2013,3
Los Angeles Dodgers,1,St. Louis Cardinals,9,0,October 18 2013,9
Detroit Tigers,1,Boston Red Sox,7,2,October 19 2013,5
St. Louis Cardinals,1,Boston Red Sox,9,1,October 23 2013,8
St. Louis Cardinals,0,Boston Red Sox,6,4,October 24 2013,2
Boston Red Sox,1,St. Louis Cardinals,9,4,October 26 2013,5
Boston Red Sox,0,St. Louis Cardinals,6,4,October 27 2013,2
Boston Red Sox,0,St. Louis Cardinals,4,3,October 28 2013,1
St. Louis Cardinals,1,Boston Red Sox,7,1,October 30 2013,6
Los Angeles Dodgers,0,Arizona D'Backs,4,3,March 22 2014,1
Los Angeles Dodgers,0,Arizona D'Backs,12,7,March 23 2014,5
Los Angeles Dodgers,1,San Diego Padres,4,1,March 30 2014,3
Seattle Mariners,0,LA Angels of Anaheim,13,10,March 31 2014,3
San Francisco Giants,0,Arizona D'Backs,17,9,March 31 2014,8
Boston Red Sox,1,Baltimore Orioles,3,1,March 31 2014,2
Minnesota Twins,1,Chicago White Sox,8,3,March 31 2014,5
St. Louis Cardinals,0,Cincinnati Reds,1,1,March 31 2014,0
Kansas City Royals,1,Detroit Tigers,7,3,March 31 2014,4
Colorado Rockies,1,Miami Marlins,11,1,March 31 2014,10
Atlanta Braves,1,Milwaukee Brewers,2,0,March 31 2014,2
Washington Nationals,0,New York Mets,16,9,March 31 2014,7
Cleveland Indians,0,Oakland Athletics,2,2,March 31 2014,0
Chicago Cubs,1,Pittsburgh Pirates,1,0,March 31 2014,1
Toronto Blue Jays,1,Tampa Bay Rays,11,2,March 31 2014,9
Philadelphia Phillies,0,Texas Rangers,24,14,March 31 2014,10
Seattle Mariners,0,LA Angels of Anaheim,11,8,April 1 2014,3
San Francisco Giants,1,Arizona D'Backs,9,4,April 1 2014,5
New York Yankees,1,Houston Astros,8,2,April 1 2014,6
Colorado Rockies,1,Miami Marlins,7,3,April 1 2014,4
Atlanta Braves,0,Milwaukee Brewers,7,5,April 1 2014,2
Los Angeles Dodgers,0,San Diego Padres,5,3,April 1 2014,2
Toronto Blue Jays,0,Tampa Bay Rays,6,4,April 1 2014,2
Philadelphia Phillies,1,Texas Rangers,5,2,April 1 2014,3
Seattle Mariners,0,LA Angels of Anaheim,10,8,April 2 2014,2
San Francisco Giants,0,Arizona D'Backs,2,2,April 2 2014,0
Boston Red Sox,0,Baltimore Orioles,8,6,April 2 2014,2
Minnesota Twins,1,Chicago White Sox,13,6,April 2 2014,7
St. Louis Cardinals,1,Cincinnati Reds,1,0,April 2 2014,1
Kansas City Royals,1,Detroit Tigers,3,1,April 2 2014,2
New York Yankees,1,Houston Astros,4,1,April 2 2014,3
Colorado Rockies,0,Miami Marlins,11,6,April 2 2014,5
Atlanta Braves,0,Milwaukee Brewers,1,1,April 2 2014,0
Washington Nationals,0,New York Mets,6,5,April 2 2014,1
Cleveland Indians,1,Oakland Athletics,7,1,April 2 2014,6
Cleveland Indians,0,Oakland Athletics,10,6,April 2 2014,4
Chicago Cubs,1,Pittsburgh Pirates,7,3,April 2 2014,4
Los Angeles Dodgers,0,San Diego Padres,6,5,April 2 2014,1
Toronto Blue Jays,0,Tampa Bay Rays,3,3,April 2 2014,0
Philadelphia Phillies,1,Texas Rangers,7,3,April 2 2014,4
San Francisco Giants,0,Arizona D'Backs,13,8,April 3 2014,5
Boston Red Sox,0,Baltimore Orioles,7,4,April 3 2014,3
Minnesota Twins,0,Chicago White Sox,19,10,April 3 2014,9
St. Louis Cardinals,0,Cincinnati Reds,13,7,April 3 2014,6
New York Yankees,0,Houston Astros,6,4,April 3 2014,2
Colorado Rockies,1,Miami Marlins,13,5,April 3 2014,8
Washington Nationals,0,New York Mets,10,8,April 3 2014,2
Seattle Mariners,1,Oakland Athletics,5,2,April 3 2014,3
Chicago Cubs,0,Pittsburgh Pirates,5,3,April 3 2014,2
Toronto Blue Jays,1,Tampa Bay Rays,9,2,April 3 2014,7
Milwaukee Brewers,0,Boston Red Sox,8,6,April 4 2014,2
Philadelphia Phillies,0,Chicago Cubs,9,7,April 4 2014,2
Minnesota Twins,1,Cleveland Indians,9,2,April 4 2014,7
Arizona D'Backs,1,Colorado Rockies,14,2,April 4 2014,12
Baltimore Orioles,1,Detroit Tigers,14,4,April 4 2014,10
LA Angels of Anaheim,0,Houston Astros,12,11,April 4 2014,1
Chicago White Sox,1,Kansas City Royals,12,5,April 4 2014,7
San Francisco Giants,0,Los Angeles Dodgers,12,8,April 4 2014,4
San Diego Padres,1,Miami Marlins,10,2,April 4 2014,8
Cincinnati Reds,1,New York Mets,7,3,April 4 2014,4
St. Louis Cardinals,1,Pittsburgh Pirates,14,2,April 4 2014,12
Texas Rangers,1,Tampa Bay Rays,9,1,April 4 2014,8
New York Yankees,0,Toronto Blue Jays,10,7,April 4 2014,3
Atlanta Braves,0,Washington Nationals,3,2,April 4 2014,1
Milwaukee Brewers,0,Boston Red Sox,13,7,April 5 2014,6
Philadelphia Phillies,0,Chicago Cubs,2,2,April 5 2014,0
Minnesota Twins,0,Cleveland Indians,10,7,April 5 2014,3
Arizona D'Backs,1,Colorado Rockies,13,4,April 5 2014,9
Baltimore Orioles,1,Detroit Tigers,13,6,April 5 2014,7
LA Angels of Anaheim,0,Houston Astros,6,5,April 5 2014,1
Chicago White Sox,1,Kansas City Royals,7,3,April 5 2014,4
San Francisco Giants,0,Los Angeles Dodgers,9,7,April 5 2014,2
San Diego Padres,1,Miami Marlins,5,0,April 5 2014,5
Cincinnati Reds,1,New York Mets,9,3,April 5 2014,6
Seattle Mariners,0,Oakland Athletics,4,3,April 5 2014,1
St. Louis Cardinals,0,Pittsburgh Pirates,7,6,April 5 2014,1
Texas Rangers,1,Tampa Bay Rays,9,4,April 5 2014,5
New York Yankees,1,Toronto Blue Jays,4,0,April 5 2014,4
Atlanta Braves,0,Washington Nationals,8,6,April 5 2014,2
Milwaukee Brewers,0,Boston Red Sox,4,4,April 6 2014,0
Philadelphia Phillies,1,Chicago Cubs,11,3,April 6 2014,8
Minnesota Twins,0,Cleveland Indians,17,10,April 6 2014,7
Arizona D'Backs,0,Colorado Rockies,8,5,April 6 2014,3
Baltimore Orioles,0,Detroit Tigers,4,3,April 6 2014,1
LA Angels of Anaheim,1,Houston Astros,11,4,April 6 2014,7
Chicago White Sox,0,Kansas City Royals,6,5,April 6 2014,1
San Francisco Giants,1,Los Angeles Dodgers,8,2,April 6 2014,6
San Diego Padres,0,Miami Marlins,6,4,April 6 2014,2
Cincinnati Reds,0,New York Mets,3,2,April 6 2014,1
Seattle Mariners,1,Oakland Athletics,9,3,April 6 2014,6
St. Louis Cardinals,1,Pittsburgh Pirates,3,1,April 6 2014,2
Texas Rangers,0,Tampa Bay Rays,3,3,April 6 2014,0
New York Yankees,0,Toronto Blue Jays,10,6,April 6 2014,4
Atlanta Braves,1,Washington Nationals,3,1,April 6 2014,2
Texas Rangers,1,Boston Red Sox,6,1,April 7 2014,5
Chicago White Sox,1,Colorado Rockies,9,1,April 7 2014,8
LA Angels of Anaheim,0,Houston Astros,10,9,April 7 2014,1
Tampa Bay Rays,1,Kansas City Royals,6,2,April 7 2014,4
Oakland Athletics,0,Minnesota Twins,11,8,April 7 2014,3
Baltimore Orioles,1,New York Yankees,6,2,April 7 2014,4
Cincinnati Reds,1,St. Louis Cardinals,8,3,April 7 2014,5
New York Mets,0,Atlanta Braves,4,4,April 8 2014,0
Texas Rangers,0,Boston Red Sox,17,10,April 8 2014,7
Pittsburgh Pirates,0,Chicago Cubs,13,7,April 8 2014,6
San Diego Padres,1,Cleveland Indians,14,6,April 8 2014,8
Chicago White Sox,0,Colorado Rockies,18,15,April 8 2014,3
Tampa Bay Rays,0,Kansas City Royals,1,1,April 8 2014,0
Detroit Tigers,1,Los Angeles Dodgers,5,2,April 8 2014,3
Baltimore Orioles,0,New York Yankees,19,14,April 8 2014,5
Milwaukee Brewers,0,Philadelphia Phillies,14,10,April 8 2014,4
LA Angels of Anaheim,1,Seattle Mariners,8,3,April 8 2014,5
Arizona D'Backs,1,San Francisco Giants,10,3,April 8 2014,7
Cincinnati Reds,1,St. Louis Cardinals,12,5,April 8 2014,7
Houston Astros,1,Toronto Blue Jays,7,2,April 8 2014,5
Miami Marlins,1,Washington Nationals,5,0,April 8 2014,5
New York Mets,1,Atlanta Braves,7,3,April 9 2014,4
Texas Rangers,1,Boston Red Sox,6,2,April 9 2014,4
Pittsburgh Pirates,1,Chicago Cubs,12,5,April 9 2014,7
San Diego Padres,1,Cleveland Indians,2,0,April 9 2014,2
San Diego Padres,0,Cleveland Indians,3,2,April 9 2014,1
Chicago White Sox,1,Colorado Rockies,14,4,April 9 2014,10
Tampa Bay Rays,1,Kansas City Royals,10,3,April 9 2014,7
Detroit Tigers,0,Los Angeles Dodgers,13,7,April 9 2014,6
Oakland Athletics,0,Minnesota Twins,11,7,April 9 2014,4
Baltimore Orioles,0,New York Yankees,9,5,April 9 2014,4
Milwaukee Brewers,0,Philadelphia Phillies,13,9,April 9 2014,4
LA Angels of Anaheim,0,Seattle Mariners,2,2,April 9 2014,0
Arizona D'Backs,0,San Francisco Giants,10,7,April 9 2014,3
Cincinnati Reds,0,St. Louis Cardinals,4,4,April 9 2014,0
Houston Astros,1,Toronto Blue Jays,10,3,April 9 2014,7
Miami Marlins,1,Washington Nationals,17,7,April 9 2014,10
New York Mets,0,Atlanta Braves,10,6,April 10 2014,4
Cleveland Indians,1,Chicago White Sox,10,3,April 10 2014,7
Pittsburgh Pirates,0,Chicago Cubs,9,5,April 10 2014,4
Oakland Athletics,0,Minnesota Twins,7,6,April 10 2014,1
Boston Red Sox,1,New York Yankees,5,1,April 10 2014,4
Milwaukee Brewers,0,Philadelphia Phillies,8,6,April 10 2014,2
Arizona D'Backs,0,San Francisco Giants,11,6,April 10 2014,5
Houston Astros,0,Toronto Blue Jays,10,6,April 10 2014,4
Miami Marlins,1,Washington Nationals,8,1,April 10 2014,7
New York Mets,1,LA Angels of Anaheim,9,4,April 11 2014,5
Los Angeles Dodgers,0,Arizona D'Backs,6,6,April 11 2014,0
Washington Nationals,1,Atlanta Braves,13,6,April 11 2014,7
Toronto Blue Jays,0,Baltimore Orioles,2,2,April 11 2014,0
Cleveland Indians,1,Chicago White Sox,15,6,April 11 2014,9
Tampa Bay Rays,0,Cincinnati Reds,3,2,April 11 2014,1
Pittsburgh Pirates,1,Milwaukee Brewers,6,2,April 11 2014,4
Kansas City Royals,1,Minnesota Twins,11,1,April 11 2014,10
Boston Red Sox,0,New York Yankees,6,4,April 11 2014,2
Miami Marlins,1,Philadelphia Phillies,9,3,April 11 2014,6
Detroit Tigers,1,San Diego Padres,6,0,April 11 2014,6
Oakland Athletics,1,Seattle Mariners,10,4,April 11 2014,6
Colorado Rockies,1,San Francisco Giants,11,5,April 11 2014,6
Chicago Cubs,0,St. Louis Cardinals,9,6,April 11 2014,3
Houston Astros,1,Texas Rangers,1,0,April 11 2014,1
New York Mets,0,LA Angels of Anaheim,13,7,April 12 2014,6
Los Angeles Dodgers,0,Arizona D'Backs,13,8,April 12 2014,5
Washington Nationals,1,Atlanta Braves,9,3,April 12 2014,6
Toronto Blue Jays,1,Baltimore Orioles,3,1,April 12 2014,2
Cleveland Indians,0,Chicago White Sox,18,12,April 12 2014,6
Tampa Bay Rays,0,Cincinnati Reds,1,1,April 12 2014,0
Pittsburgh Pirates,1,Milwaukee Brewers,5,2,April 12 2014,3
Kansas City Royals,1,Minnesota Twins,8,1,April 12 2014,7
Boston Red Sox,1,New York Yankees,11,4,April 12 2014,7
Miami Marlins,1,Philadelphia Phillies,9,4,April 12 2014,5
Detroit Tigers,0,San Diego Padres,8,6,April 12 2014,2
Oakland Athletics,0,Seattle Mariners,4,3,April 12 2014,1
Colorado Rockies,0,San Francisco Giants,1,1,April 12 2014,0
Chicago Cubs,1,St. Louis Cardinals,14,4,April 12 2014,10
Houston Astros,0,Texas Rangers,11,6,April 12 2014,5
New York Mets,1,LA Angels of Anaheim,16,2,April 13 2014,14
Los Angeles Dodgers,0,Arizona D'Backs,14,8,April 13 2014,6
Washington Nationals,1,Atlanta Braves,12,2,April 13 2014,10
Toronto Blue Jays,0,Baltimore Orioles,14,11,April 13 2014,3
Cleveland Indians,1,Chicago White Sox,7,3,April 13 2014,4
Tampa Bay Rays,1,Cincinnati Reds,16,4,April 13 2014,12
Pittsburgh Pirates,1,Milwaukee Brewers,5,1,April 13 2014,4
Kansas City Royals,1,Minnesota Twins,7,3,April 13 2014,4
Boston Red Sox,1,New York Yankees,5,2,April 13 2014,3
Miami Marlins,1,Philadelphia Phillies,7,3,April 13 2014,4
Detroit Tigers,1,San Diego Padres,6,1,April 13 2014,5
Oakland Athletics,0,Seattle Mariners,3,3,April 13 2014,0
Colorado Rockies,1,San Francisco Giants,9,4,April 13 2014,5
Chicago Cubs,1,St. Louis Cardinals,10,4,April 13 2014,6
Houston Astros,1,Texas Rangers,1,0,April 13 2014,1
Oakland Athletics,0,LA Angels of Anaheim,5,3,April 14 2014,2
New York Mets,0,Arizona D'Backs,10,7,April 14 2014,3
Tampa Bay Rays,1,Baltimore Orioles,8,1,April 14 2014,7
Pittsburgh Pirates,0,Cincinnati Reds,15,8,April 14 2014,7
Washington Nationals,0,Miami Marlins,11,9,April 14 2014,2
St. Louis Cardinals,0,Milwaukee Brewers,4,4,April 14 2014,0
Atlanta Braves,0,Philadelphia Phillies,15,9,April 14 2014,6
Colorado Rockies,1,San Diego Padres,9,4,April 14 2014,5
Seattle Mariners,0,Texas Rangers,8,7,April 14 2014,1
Oakland Athletics,0,LA Angels of Anaheim,19,10,April 15 2014,9
New York Mets,0,Arizona D'Backs,9,9,April 15 2014,0
Boston Red Sox,1,Chicago White Sox,3,1,April 15 2014,2
Pittsburgh Pirates,1,Cincinnati Reds,12,5,April 15 2014,7
Kansas City Royals,0,Houston Astros,6,4,April 15 2014,2
Washington Nationals,1,Miami Marlins,13,2,April 15 2014,11
St. Louis Cardinals,0,Milwaukee Brewers,7,6,April 15 2014,1
Toronto Blue Jays,0,Minnesota Twins,12,9,April 15 2014,3
Colorado Rockies,0,San Diego Padres,5,3,April 15 2014,2
Los Angeles Dodgers,1,San Francisco Giants,5,2,April 15 2014,3
Seattle Mariners,1,Texas Rangers,5,0,April 15 2014,5
Oakland Athletics,1,LA Angels of Anaheim,9,4,April 16 2014,5
New York Mets,0,Arizona D'Backs,7,5,April 16 2014,2
Tampa Bay Rays,1,Baltimore Orioles,3,0,April 16 2014,3
Boston Red Sox,0,Chicago White Sox,10,6,April 16 2014,4
Pittsburgh Pirates,1,Cincinnati Reds,4,0,April 16 2014,4
Cleveland Indians,0,Detroit Tigers,5,3,April 16 2014,2
Kansas City Royals,0,Houston Astros,10,6,April 16 2014,4
Washington Nationals,0,Miami Marlins,9,6,April 16 2014,3
St. Louis Cardinals,1,Milwaukee Brewers,6,1,April 16 2014,5
Chicago Cubs,1,New York Yankees,3,0,April 16 2014,3
Chicago Cubs,1,New York Yankees,2,0,April 16 2014,2
Atlanta Braves,0,Philadelphia Phillies,1,1,April 16 2014,0
Colorado Rockies,1,San Diego Padres,6,2,April 16 2014,4
Los Angeles Dodgers,1,San Francisco Giants,3,1,April 16 2014,2
Seattle Mariners,1,Texas Rangers,5,2,April 16 2014,3
Boston Red Sox,0,Chicago White Sox,4,3,April 17 2014,1
Cleveland Indians,1,Detroit Tigers,12,5,April 17 2014,7
Kansas City Royals,0,Houston Astros,6,5,April 17 2014,1
Toronto Blue Jays,1,Minnesota Twins,7,0,April 17 2014,7
Toronto Blue Jays,1,Minnesota Twins,14,5,April 17 2014,9
Atlanta Braves,1,Philadelphia Phillies,1,0,April 17 2014,1
Milwaukee Brewers,1,Pittsburgh Pirates,13,2,April 17 2014,11
Colorado Rockies,0,San Diego Padres,4,3,April 17 2014,1
Los Angeles Dodgers,0,San Francisco Giants,3,2,April 17 2014,1
New York Yankees,0,Tampa Bay Rays,12,10,April 17 2014,2
Seattle Mariners,1,Texas Rangers,14,6,April 17 2014,8
St. Louis Cardinals,0,Washington Nationals,8,8,April 17 2014,0
Baltimore Orioles,0,Boston Red Sox,12,8,April 18 2014,4
Cincinnati Reds,0,Chicago Cubs,5,4,April 18 2014,1
Toronto Blue Jays,0,Cleveland Indians,5,3,April 18 2014,2
Philadelphia Phillies,1,Colorado Rockies,13,1,April 18 2014,12
LA Angels of Anaheim,0,Detroit Tigers,17,11,April 18 2014,6
Minnesota Twins,1,Kansas City Royals,5,0,April 18 2014,5
Arizona D'Backs,0,Los Angeles Dodgers,6,4,April 18 2014,2
Seattle Mariners,1,Miami Marlins,12,4,April 18 2014,8
Atlanta Braves,0,New York Mets,6,6,April 18 2014,0
Houston Astros,1,Oakland Athletics,14,3,April 18 2014,11
Milwaukee Brewers,0,Pittsburgh Pirates,8,5,April 18 2014,3
San Francisco Giants,1,San Diego Padres,3,1,April 18 2014,2
New York Yankees,1,Tampa Bay Rays,16,5,April 18 2014,11
Chicago White Sox,1,Texas Rangers,12,0,April 18 2014,12
St. Louis Cardinals,1,Washington Nationals,4,1,April 18 2014,3
Baltimore Orioles,1,Boston Red Sox,6,2,April 19 2014,4
Cincinnati Reds,1,Chicago Cubs,12,4,April 19 2014,8
Toronto Blue Jays,0,Cleveland Indians,5,5,April 19 2014,0
Philadelphia Phillies,1,Colorado Rockies,4,1,April 19 2014,3
LA Angels of Anaheim,1,Detroit Tigers,7,2,April 19 2014,5
Minnesota Twins,1,Kansas City Royals,9,4,April 19 2014,5
Arizona D'Backs,1,Los Angeles Dodgers,14,6,April 19 2014,8
Seattle Mariners,1,Miami Marlins,7,0,April 19 2014,7
Atlanta Braves,0,New York Mets,12,7,April 19 2014,5
Houston Astros,1,Oakland Athletics,7,3,April 19 2014,4
Milwaukee Brewers,0,Pittsburgh Pirates,15,8,April 19 2014,7
San Francisco Giants,1,San Diego Padres,4,1,April 19 2014,3
New York Yankees,1,Tampa Bay Rays,17,1,April 19 2014,16
Chicago White Sox,1,Texas Rangers,9,3,April 19 2014,6
St. Louis Cardinals,0,Washington Nationals,7,4,April 19 2014,3
Baltimore Orioles,1,Boston Red Sox,11,5,April 20 2014,6
Cincinnati Reds,0,Chicago Cubs,10,8,April 20 2014,2
Toronto Blue Jays,1,Cleveland Indians,10,4,April 20 2014,6
Philadelphia Phillies,0,Colorado Rockies,19,10,April 20 2014,9
LA Angels of Anaheim,1,Detroit Tigers,3,1,April 20 2014,2
Minnesota Twins,0,Kansas City Royals,11,8,April 20 2014,3
Arizona D'Backs,1,Los Angeles Dodgers,5,1,April 20 2014,4
Seattle Mariners,1,Miami Marlins,5,2,April 20 2014,3
Atlanta Braves,1,New York Mets,7,3,April 20 2014,4
Houston Astros,1,Oakland Athletics,5,1,April 20 2014,4
Milwaukee Brewers,0,Pittsburgh Pirates,5,3,April 20 2014,2
San Francisco Giants,0,San Diego Padres,7,4,April 20 2014,3
New York Yankees,0,Tampa Bay Rays,6,5,April 20 2014,1
Chicago White Sox,0,Texas Rangers,18,16,April 20 2014,2
St. Louis Cardinals,1,Washington Nationals,5,2,April 20 2014,3
Miami Marlins,1,Atlanta Braves,6,2,April 21 2014,4
Baltimore Orioles,0,Boston Red Sox,13,7,April 21 2014,6
Arizona D'Backs,1,Chicago Cubs,6,1,April 21 2014,5
Kansas City Royals,1,Cleveland Indians,7,3,April 21 2014,4
San Francisco Giants,1,Colorado Rockies,10,2,April 21 2014,8
Chicago White Sox,0,Detroit Tigers,4,3,April 21 2014,1
Philadelphia Phillies,0,Los Angeles Dodgers,7,7,April 21 2014,0
San Diego Padres,1,Milwaukee Brewers,7,3,April 21 2014,4
St. Louis Cardinals,1,New York Mets,2,0,April 21 2014,2
Texas Rangers,0,Oakland Athletics,7,4,April 21 2014,3
Cincinnati Reds,1,Pittsburgh Pirates,11,5,April 21 2014,6
Houston Astros,0,Seattle Mariners,9,7,April 21 2014,2
LA Angels of Anaheim,0,Washington Nationals,6,4,April 21 2014,2
Miami Marlins,0,Atlanta Braves,1,1,April 22 2014,0
New York Yankees,0,Boston Red Sox,12,9,April 22 2014,3
Arizona D'Backs,1,Chicago Cubs,11,2,April 22 2014,9
Kansas City Royals,0,Cleveland Indians,10,8,April 22 2014,2
San Francisco Giants,1,Colorado Rockies,3,1,April 22 2014,2
Chicago White Sox,1,Detroit Tigers,14,6,April 22 2014,8
Philadelphia Phillies,0,Los Angeles Dodgers,5,3,April 22 2014,2
San Diego Padres,0,Milwaukee Brewers,3,2,April 22 2014,1
St. Louis Cardinals,0,New York Mets,3,3,April 22 2014,0
Texas Rangers,0,Oakland Athletics,9,5,April 22 2014,4
Cincinnati Reds,0,Pittsburgh Pirates,5,4,April 22 2014,1
Houston Astros,0,Seattle Mariners,7,5,April 22 2014,2
Minnesota Twins,1,Tampa Bay Rays,10,3,April 22 2014,7
Baltimore Orioles,1,Toronto Blue Jays,12,3,April 22 2014,9
LA Angels of Anaheim,0,Washington Nationals,9,7,April 22 2014,2
Miami Marlins,1,Atlanta Braves,4,1,April 23 2014,3
New York Yankees,1,Boston Red Sox,6,1,April 23 2014,5
Arizona D'Backs,0,Chicago Cubs,12,7,April 23 2014,5
Kansas City Royals,1,Cleveland Indians,8,3,April 23 2014,5
San Francisco Giants,0,Colorado Rockies,22,12,April 23 2014,10
Chicago White Sox,0,Detroit Tigers,10,6,April 23 2014,4
Philadelphia Phillies,1,Los Angeles Dodgers,7,2,April 23 2014,5
San Diego Padres,1,Milwaukee Brewers,7,2,April 23 2014,5
St. Louis Cardinals,1,New York Mets,5,2,April 23 2014,3
Texas Rangers,0,Oakland Athletics,3,3,April 23 2014,0
Cincinnati Reds,0,Pittsburgh Pirates,7,5,April 23 2014,2
Houston Astros,1,Seattle Mariners,8,3,April 23 2014,5
Minnesota Twins,0,Tampa Bay Rays,10,6,April 23 2014,4
Baltimore Orioles,0,Toronto Blue Jays,18,10,April 23 2014,8
LA Angels of Anaheim,1,Washington Nationals,9,4,April 23 2014,5
New York Yankees,0,Boston Red Sox,19,14,April 24 2014,5
Arizona D'Backs,0,Chicago Cubs,7,5,April 24 2014,2
Kansas City Royals,1,Cleveland Indians,6,1,April 24 2014,5
Chicago White Sox,1,Detroit Tigers,11,4,April 24 2014,7
Oakland Athletics,0,Houston Astros,11,10,April 24 2014,1
Philadelphia Phillies,0,Los Angeles Dodgers,10,7,April 24 2014,3
St. Louis Cardinals,1,New York Mets,5,1,April 24 2014,4
Cincinnati Reds,0,Pittsburgh Pirates,3,2,April 24 2014,1
