Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Miami Marlins,1,Philadelphia Phillies,9,2,May 2 2013,7
Chicago White Sox,0,Texas Rangers,4,3,May 2 2013,1
Boston Red Sox,0,Toronto Blue Jays,4,3,May 2 2013,1
Baltimore Orioles,1,LA Angels of Anaheim,4,0,May 3 2013,4
New York Mets,0,Atlanta Braves,12,7,May 3 2013,5
Cincinnati Reds,0,Chicago Cubs,11,6,May 3 2013,5
Minnesota Twins,1,Cleveland Indians,13,6,May 3 2013,7
Tampa Bay Rays,0,Colorado Rockies,11,7,May 3 2013,4
Detroit Tigers,0,Houston Astros,7,4,May 3 2013,3
St. Louis Cardinals,0,Milwaukee Brewers,7,6,May 3 2013,1
Oakland Athletics,0,New York Yankees,2,2,May 3 2013,0
Miami Marlins,1,Philadelphia Phillies,5,1,May 3 2013,4
Washington Nationals,1,Pittsburgh Pirates,4,1,May 3 2013,3
Arizona D'Backs,1,San Diego Padres,13,6,May 3 2013,7
Los Angeles Dodgers,1,San Francisco Giants,3,1,May 3 2013,2
Boston Red Sox,1,Texas Rangers,7,0,May 3 2013,7
Seattle Mariners,0,Toronto Blue Jays,4,4,May 3 2013,0
Baltimore Orioles,0,LA Angels of Anaheim,9,5,May 4 2013,4
Cincinnati Reds,0,Chicago Cubs,10,6,May 4 2013,4
Minnesota Twins,1,Cleveland Indians,10,3,May 4 2013,7
Tampa Bay Rays,1,Colorado Rockies,12,3,May 4 2013,9
Detroit Tigers,0,Houston Astros,19,17,May 4 2013,2
Chicago White Sox,1,Kansas City Royals,2,0,May 4 2013,2
St. Louis Cardinals,0,Milwaukee Brewers,13,7,May 4 2013,6
Oakland Athletics,1,New York Yankees,6,2,May 4 2013,4
Miami Marlins,0,Philadelphia Phillies,2,2,May 4 2013,0
Washington Nationals,0,Pittsburgh Pirates,9,5,May 4 2013,4
Arizona D'Backs,0,San Diego Padres,9,8,May 4 2013,1
Los Angeles Dodgers,1,San Francisco Giants,19,9,May 4 2013,10
Boston Red Sox,1,Texas Rangers,6,1,May 4 2013,5
Seattle Mariners,0,Toronto Blue Jays,9,8,May 4 2013,1
Baltimore Orioles,0,LA Angels of Anaheim,12,8,May 5 2013,4
New York Mets,1,Atlanta Braves,13,4,May 5 2013,9
Cincinnati Reds,0,Chicago Cubs,11,7,May 5 2013,4
Minnesota Twins,0,Cleveland Indians,6,4,May 5 2013,2
Tampa Bay Rays,0,Colorado Rockies,11,8,May 5 2013,3
Detroit Tigers,0,Houston Astros,9,9,May 5 2013,0
Chicago White Sox,1,Kansas City Royals,11,5,May 5 2013,6
St. Louis Cardinals,0,Milwaukee Brewers,11,10,May 5 2013,1
Oakland Athletics,0,New York Yankees,9,5,May 5 2013,4
Miami Marlins,0,Philadelphia Phillies,16,14,May 5 2013,2
Washington Nationals,0,Pittsburgh Pirates,8,6,May 5 2013,2
Arizona D'Backs,1,San Diego Padres,6,1,May 5 2013,5
Los Angeles Dodgers,1,San Francisco Giants,7,3,May 5 2013,4
Boston Red Sox,1,Texas Rangers,7,3,May 5 2013,4
Seattle Mariners,1,Toronto Blue Jays,12,2,May 5 2013,10
Minnesota Twins,1,Boston Red Sox,11,5,May 6 2013,6
Texas Rangers,1,Chicago Cubs,11,2,May 6 2013,9
Atlanta Braves,0,Cincinnati Reds,11,7,May 6 2013,4
Oakland Athletics,1,Cleveland Indians,10,3,May 6 2013,7
Chicago White Sox,0,Kansas City Royals,3,2,May 6 2013,1
Arizona D'Backs,0,Los Angeles Dodgers,11,9,May 6 2013,2
Miami Marlins,1,San Diego Padres,5,0,May 6 2013,5
Philadelphia Phillies,0,San Francisco Giants,8,6,May 6 2013,2
Toronto Blue Jays,0,Tampa Bay Rays,15,8,May 6 2013,7
Kansas City Royals,1,Baltimore Orioles,7,3,May 7 2013,4
Minnesota Twins,0,Boston Red Sox,7,6,May 7 2013,1
St. Louis Cardinals,1,Chicago Cubs,3,1,May 7 2013,2
Atlanta Braves,1,Cincinnati Reds,9,4,May 7 2013,5
Oakland Athletics,1,Cleveland Indians,1,0,May 7 2013,1
New York Yankees,1,Colorado Rockies,2,0,May 7 2013,2
LA Angels of Anaheim,1,Houston Astros,13,6,May 7 2013,7
Arizona D'Backs,0,Los Angeles Dodgers,8,5,May 7 2013,3
Texas Rangers,1,Milwaukee Brewers,9,3,May 7 2013,6
Chicago White Sox,1,New York Mets,1,0,May 7 2013,1
Seattle Mariners,1,Pittsburgh Pirates,5,1,May 7 2013,4
Miami Marlins,1,San Diego Padres,6,1,May 7 2013,5
Philadelphia Phillies,0,San Francisco Giants,8,6,May 7 2013,2
Toronto Blue Jays,0,Tampa Bay Rays,10,6,May 7 2013,4
Kansas City Royals,1,Baltimore Orioles,8,3,May 8 2013,5
Minnesota Twins,0,Boston Red Sox,23,15,May 8 2013,8
St. Louis Cardinals,0,Chicago Cubs,9,5,May 8 2013,4
Atlanta Braves,0,Cincinnati Reds,9,7,May 8 2013,2
Oakland Athletics,1,Cleveland Indians,7,3,May 8 2013,4
New York Yankees,0,Colorado Rockies,5,3,May 8 2013,2
LA Angels of Anaheim,1,Houston Astros,4,1,May 8 2013,3
Arizona D'Backs,0,Los Angeles Dodgers,5,3,May 8 2013,2
Texas Rangers,0,Milwaukee Brewers,5,4,May 8 2013,1
Chicago White Sox,0,New York Mets,9,6,May 8 2013,3
Seattle Mariners,0,Pittsburgh Pirates,3,2,May 8 2013,1
Miami Marlins,1,San Diego Padres,1,0,May 8 2013,1
Philadelphia Phillies,1,San Francisco Giants,7,3,May 8 2013,4
Toronto Blue Jays,1,Tampa Bay Rays,14,4,May 8 2013,10
Detroit Tigers,1,Washington Nationals,4,1,May 8 2013,3
Philadelphia Phillies,1,Arizona D'Backs,3,1,May 9 2013,2
Kansas City Royals,0,Baltimore Orioles,8,6,May 9 2013,2
Minnesota Twins,0,Boston Red Sox,8,5,May 9 2013,3
Oakland Athletics,1,Cleveland Indians,11,2,May 9 2013,9
New York Yankees,0,Colorado Rockies,4,3,May 9 2013,1
LA Angels of Anaheim,0,Houston Astros,11,6,May 9 2013,5
Pittsburgh Pirates,1,New York Mets,5,2,May 9 2013,3
Atlanta Braves,0,San Francisco Giants,9,6,May 9 2013,3
Toronto Blue Jays,1,Tampa Bay Rays,9,4,May 9 2013,5
Detroit Tigers,1,Washington Nationals,9,4,May 9 2013,5
Philadelphia Phillies,1,Arizona D'Backs,5,2,May 10 2013,3
Toronto Blue Jays,1,Boston Red Sox,5,0,May 10 2013,5
LA Angels of Anaheim,0,Chicago White Sox,12,7,May 10 2013,5
Milwaukee Brewers,1,Cincinnati Reds,7,3,May 10 2013,4
Cleveland Indians,1,Detroit Tigers,14,4,May 10 2013,10
Texas Rangers,0,Houston Astros,6,4,May 10 2013,2
New York Yankees,0,Kansas City Royals,17,11,May 10 2013,6
Miami Marlins,0,Los Angeles Dodgers,9,5,May 10 2013,4
Baltimore Orioles,0,Minnesota Twins,15,9,May 10 2013,6
Pittsburgh Pirates,0,New York Mets,10,7,May 10 2013,3
Oakland Athletics,1,Seattle Mariners,9,3,May 10 2013,6
Atlanta Braves,1,San Francisco Giants,10,2,May 10 2013,8
Colorado Rockies,1,St. Louis Cardinals,3,0,May 10 2013,3
San Diego Padres,1,Tampa Bay Rays,9,3,May 10 2013,6
Chicago Cubs,1,Washington Nationals,10,3,May 10 2013,7
Philadelphia Phillies,0,Arizona D'Backs,4,3,May 11 2013,1
Toronto Blue Jays,0,Boston Red Sox,5,3,May 11 2013,2
LA Angels of Anaheim,0,Chicago White Sox,5,3,May 11 2013,2
Milwaukee Brewers,1,Cincinnati Reds,20,7,May 11 2013,13
Cleveland Indians,0,Detroit Tigers,13,7,May 11 2013,6
Texas Rangers,0,Houston Astros,15,8,May 11 2013,7
New York Yankees,0,Kansas City Royals,5,3,May 11 2013,2
Miami Marlins,1,Los Angeles Dodgers,8,1,May 11 2013,7
Baltimore Orioles,1,Minnesota Twins,13,5,May 11 2013,8
Pittsburgh Pirates,0,New York Mets,13,11,May 11 2013,2
Oakland Athletics,0,Seattle Mariners,7,4,May 11 2013,3
Atlanta Braves,1,San Francisco Giants,11,1,May 11 2013,10
Colorado Rockies,1,St. Louis Cardinals,3,0,May 11 2013,3
San Diego Padres,1,Tampa Bay Rays,15,7,May 11 2013,8
Chicago Cubs,0,Washington Nationals,10,8,May 11 2013,2
Philadelphia Phillies,0,Arizona D'Backs,6,4,May 12 2013,2
Toronto Blue Jays,0,Boston Red Sox,16,12,May 12 2013,4
LA Angels of Anaheim,1,Chicago White Sox,3,0,May 12 2013,3
Milwaukee Brewers,1,Cincinnati Reds,6,1,May 12 2013,5
Cleveland Indians,0,Detroit Tigers,7,4,May 12 2013,3
Texas Rangers,0,Houston Astros,19,12,May 12 2013,7
New York Yankees,0,Kansas City Royals,6,4,May 12 2013,2
Miami Marlins,1,Los Angeles Dodgers,8,3,May 12 2013,5
Baltimore Orioles,0,Minnesota Twins,6,6,May 12 2013,0
Pittsburgh Pirates,0,New York Mets,5,3,May 12 2013,2
Oakland Athletics,1,Seattle Mariners,7,1,May 12 2013,6
Atlanta Braves,1,San Francisco Giants,6,1,May 12 2013,5
Colorado Rockies,0,St. Louis Cardinals,10,8,May 12 2013,2
San Diego Padres,1,Tampa Bay Rays,6,2,May 12 2013,4
Chicago Cubs,0,Washington Nationals,3,2,May 12 2013,1
Kansas City Royals,0,LA Angels of Anaheim,15,11,May 13 2013,4
Atlanta Braves,0,Arizona D'Backs,11,10,May 13 2013,1
Colorado Rockies,1,Chicago Cubs,10,1,May 13 2013,9
New York Yankees,1,Cleveland Indians,1,0,May 13 2013,1
New York Yankees,0,Cleveland Indians,7,7,May 13 2013,0
Houston Astros,1,Detroit Tigers,9,2,May 13 2013,7
Washington Nationals,0,Los Angeles Dodgers,8,6,May 13 2013,2
Chicago White Sox,1,Minnesota Twins,13,3,May 13 2013,10
Texas Rangers,1,Oakland Athletics,6,1,May 13 2013,5
Milwaukee Brewers,0,Pittsburgh Pirates,6,5,May 13 2013,1
New York Mets,1,St. Louis Cardinals,9,3,May 13 2013,6
Kansas City Royals,1,LA Angels of Anaheim,8,2,May 14 2013,6
Atlanta Braves,1,Arizona D'Backs,2,0,May 14 2013,2
San Diego Padres,0,Baltimore Orioles,5,3,May 14 2013,2
Colorado Rockies,0,Chicago Cubs,13,9,May 14 2013,4
Houston Astros,1,Detroit Tigers,8,2,May 14 2013,6
Washington Nationals,1,Los Angeles Dodgers,2,0,May 14 2013,2
Cincinnati Reds,0,Miami Marlins,8,6,May 14 2013,2
Chicago White Sox,0,Minnesota Twins,6,4,May 14 2013,2
Seattle Mariners,1,New York Yankees,7,3,May 14 2013,4
Texas Rangers,0,Oakland Athletics,11,6,May 14 2013,5
Cleveland Indians,1,Philadelphia Phillies,8,2,May 14 2013,6
Milwaukee Brewers,1,Pittsburgh Pirates,7,3,May 14 2013,4
New York Mets,1,St. Louis Cardinals,14,4,May 14 2013,10
Boston Red Sox,1,Tampa Bay Rays,8,3,May 14 2013,5
San Francisco Giants,1,Toronto Blue Jays,16,6,May 14 2013,10
Kansas City Royals,0,LA Angels of Anaheim,14,9,May 15 2013,5
Atlanta Braves,1,Arizona D'Backs,8,3,May 15 2013,5
San Diego Padres,0,Baltimore Orioles,12,8,May 15 2013,4
Colorado Rockies,1,Chicago Cubs,9,3,May 15 2013,6
Houston Astros,0,Detroit Tigers,12,7,May 15 2013,5
Washington Nationals,1,Los Angeles Dodgers,4,1,May 15 2013,3
Cincinnati Reds,0,Miami Marlins,4,4,May 15 2013,0
Chicago White Sox,0,Minnesota Twins,13,9,May 15 2013,4
Seattle Mariners,0,New York Yankees,14,12,May 15 2013,2
Texas Rangers,0,Oakland Athletics,8,6,May 15 2013,2
Cleveland Indians,0,Philadelphia Phillies,14,10,May 15 2013,4
Milwaukee Brewers,1,Pittsburgh Pirates,4,1,May 15 2013,3
New York Mets,1,St. Louis Cardinals,6,2,May 15 2013,4
Boston Red Sox,0,Tampa Bay Rays,11,9,May 15 2013,2
San Francisco Giants,1,Toronto Blue Jays,14,3,May 15 2013,11
Chicago White Sox,0,LA Angels of Anaheim,9,5,May 16 2013,4
San Francisco Giants,0,Colorado Rockies,14,8,May 16 2013,6
Cincinnati Reds,0,Miami Marlins,8,5,May 16 2013,3
Seattle Mariners,0,New York Yankees,5,3,May 16 2013,2
Milwaukee Brewers,1,Pittsburgh Pirates,8,1,May 16 2013,7
Washington Nationals,0,San Diego Padres,8,6,May 16 2013,2
New York Mets,0,St. Louis Cardinals,7,5,May 16 2013,2
Boston Red Sox,0,Tampa Bay Rays,7,4,May 16 2013,3
Detroit Tigers,1,Texas Rangers,14,4,May 16 2013,10
Chicago White Sox,0,LA Angels of Anaheim,3,3,May 17 2013,0
Los Angeles Dodgers,1,Atlanta Braves,13,5,May 17 2013,8
Tampa Bay Rays,0,Baltimore Orioles,22,12,May 17 2013,10
New York Mets,0,Chicago Cubs,5,3,May 17 2013,2
Seattle Mariners,1,Cleveland Indians,9,3,May 17 2013,6
San Francisco Giants,1,Colorado Rockies,19,9,May 17 2013,10
Arizona D'Backs,0,Miami Marlins,11,9,May 17 2013,2
Boston Red Sox,0,Minnesota Twins,5,3,May 17 2013,2
Toronto Blue Jays,1,New York Yankees,5,0,May 17 2013,5
Kansas City Royals,1,Oakland Athletics,3,1,May 17 2013,2
Cincinnati Reds,1,Philadelphia Phillies,8,3,May 17 2013,5
Houston Astros,1,Pittsburgh Pirates,9,4,May 17 2013,5
Washington Nationals,0,San Diego Padres,11,6,May 17 2013,5
Milwaukee Brewers,1,St. Louis Cardinals,13,6,May 17 2013,7
Detroit Tigers,0,Texas Rangers,3,2,May 17 2013,1
Chicago White Sox,1,LA Angels of Anaheim,21,9,May 18 2013,12
Los Angeles Dodgers,1,Atlanta Braves,4,1,May 18 2013,3
Tampa Bay Rays,0,Baltimore Orioles,16,10,May 18 2013,6
New York Mets,1,Chicago Cubs,10,2,May 18 2013,8
Seattle Mariners,1,Cleveland Indians,9,4,May 18 2013,5
San Francisco Giants,1,Colorado Rockies,12,2,May 18 2013,10
Arizona D'Backs,0,Miami Marlins,1,1,May 18 2013,0
Boston Red Sox,0,Minnesota Twins,17,12,May 18 2013,5
Toronto Blue Jays,1,New York Yankees,9,2,May 18 2013,7
Kansas City Royals,1,Oakland Athletics,3,1,May 18 2013,2
Cincinnati Reds,0,Philadelphia Phillies,10,10,May 18 2013,0
Houston Astros,0,Pittsburgh Pirates,6,4,May 18 2013,2
Washington Nationals,1,San Diego Padres,3,1,May 18 2013,2
Milwaukee Brewers,0,St. Louis Cardinals,10,6,May 18 2013,4
Detroit Tigers,1,Texas Rangers,9,2,May 18 2013,7
Chicago White Sox,1,LA Angels of Anaheim,8,2,May 19 2013,6
Los Angeles Dodgers,1,Atlanta Braves,7,2,May 19 2013,5
Tampa Bay Rays,0,Baltimore Orioles,4,3,May 19 2013,1
New York Mets,0,Chicago Cubs,7,4,May 19 2013,3
Seattle Mariners,1,Cleveland Indians,6,0,May 19 2013,6
San Francisco Giants,1,Colorado Rockies,5,0,May 19 2013,5
Arizona D'Backs,1,Miami Marlins,3,1,May 19 2013,2
Boston Red Sox,0,Minnesota Twins,6,5,May 19 2013,1
Kansas City Royals,1,Oakland Athletics,7,3,May 19 2013,4
Cincinnati Reds,1,Philadelphia Phillies,5,2,May 19 2013,3
Houston Astros,1,Pittsburgh Pirates,1,0,May 19 2013,1
Washington Nationals,1,San Diego Padres,17,4,May 19 2013,13
Milwaukee Brewers,1,St. Louis Cardinals,6,2,May 19 2013,4
Detroit Tigers,1,Texas Rangers,19,8,May 19 2013,11
Minnesota Twins,1,Atlanta Braves,6,1,May 20 2013,5
New York Yankees,0,Baltimore Orioles,10,6,May 20 2013,4
Boston Red Sox,1,Chicago White Sox,10,4,May 20 2013,6
Seattle Mariners,1,Cleveland Indians,18,8,May 20 2013,10
Arizona D'Backs,0,Colorado Rockies,6,5,May 20 2013,1
Kansas City Royals,1,Houston Astros,11,5,May 20 2013,6
Philadelphia Phillies,1,Miami Marlins,6,1,May 20 2013,5
Los Angeles Dodgers,0,Milwaukee Brewers,4,3,May 20 2013,1
Cincinnati Reds,0,New York Mets,7,4,May 20 2013,3
St. Louis Cardinals,1,San Diego Padres,6,2,May 20 2013,4
Washington Nationals,1,San Francisco Giants,8,0,May 20 2013,8
Oakland Athletics,0,Texas Rangers,11,9,May 20 2013,2
Tampa Bay Rays,1,Toronto Blue Jays,12,5,May 20 2013,7
Seattle Mariners,1,LA Angels of Anaheim,12,0,May 21 2013,12
Minnesota Twins,1,Atlanta Braves,9,4,May 21 2013,5
New York Yankees,1,Baltimore Orioles,5,2,May 21 2013,3
Boston Red Sox,1,Chicago White Sox,4,1,May 21 2013,3
Detroit Tigers,0,Cleveland Indians,6,5,May 21 2013,1
Arizona D'Backs,1,Colorado Rockies,9,4,May 21 2013,5
Kansas City Royals,0,Houston Astros,10,7,May 21 2013,3
Philadelphia Phillies,0,Miami Marlins,10,7,May 21 2013,3
Los Angeles Dodgers,1,Milwaukee Brewers,7,2,May 21 2013,5
Cincinnati Reds,0,New York Mets,4,4,May 21 2013,0
Chicago Cubs,1,Pittsburgh Pirates,9,4,May 21 2013,5
St. Louis Cardinals,0,San Diego Padres,12,10,May 21 2013,2
Washington Nationals,1,San Francisco Giants,6,2,May 21 2013,4
Oakland Athletics,0,Texas Rangers,1,1,May 21 2013,0
Tampa Bay Rays,0,Toronto Blue Jays,7,4,May 21 2013,3
Seattle Mariners,1,LA Angels of Anaheim,8,1,May 22 2013,7
Minnesota Twins,1,Atlanta Braves,11,3,May 22 2013,8
New York Yankees,1,Baltimore Orioles,9,3,May 22 2013,6
Boston Red Sox,0,Chicago White Sox,8,6,May 22 2013,2
Detroit Tigers,0,Cleveland Indians,18,11,May 22 2013,7
Arizona D'Backs,1,Colorado Rockies,5,1,May 22 2013,4
Kansas City Royals,1,Houston Astros,4,1,May 22 2013,3
Philadelphia Phillies,0,Miami Marlins,3,3,May 22 2013,0
Los Angeles Dodgers,0,Milwaukee Brewers,11,9,May 22 2013,2
Cincinnati Reds,0,New York Mets,11,7,May 22 2013,4
Chicago Cubs,1,Pittsburgh Pirates,1,0,May 22 2013,1
St. Louis Cardinals,0,San Diego Padres,8,5,May 22 2013,3
Washington Nationals,0,San Francisco Giants,3,2,May 22 2013,1
Oakland Athletics,1,Texas Rangers,4,1,May 22 2013,3
Tampa Bay Rays,1,Toronto Blue Jays,7,3,May 22 2013,4
Cleveland Indians,0,Boston Red Sox,15,12,May 23 2013,3
Minnesota Twins,1,Detroit Tigers,13,6,May 23 2013,7
LA Angels of Anaheim,0,Kansas City Royals,9,5,May 23 2013,4
Chicago Cubs,1,Pittsburgh Pirates,6,2,May 23 2013,4
Baltimore Orioles,1,Toronto Blue Jays,18,6,May 23 2013,12
San Diego Padres,1,Arizona D'Backs,7,2,May 24 2013,5
Cleveland Indians,1,Boston Red Sox,9,1,May 24 2013,8
Miami Marlins,1,Chicago White Sox,7,3,May 24 2013,4
Chicago Cubs,1,Cincinnati Reds,11,4,May 24 2013,7
Minnesota Twins,1,Detroit Tigers,6,0,May 24 2013,6
Oakland Athletics,0,Houston Astros,11,6,May 24 2013,5
LA Angels of Anaheim,0,Kansas City Royals,7,5,May 24 2013,2
St. Louis Cardinals,0,Los Angeles Dodgers,7,7,May 24 2013,0
Pittsburgh Pirates,1,Milwaukee Brewers,3,1,May 24 2013,2
Atlanta Braves,0,New York Mets,12,7,May 24 2013,5
Texas Rangers,0,Seattle Mariners,14,9,May 24 2013,5
Colorado Rockies,0,San Francisco Giants,5,5,May 24 2013,0
New York Yankees,0,Tampa Bay Rays,13,9,May 24 2013,4
Baltimore Orioles,0,Toronto Blue Jays,16,10,May 24 2013,6
Philadelphia Phillies,1,Washington Nationals,7,2,May 24 2013,5
San Diego Padres,0,Arizona D'Backs,14,10,May 25 2013,4
Cleveland Indians,1,Boston Red Sox,11,4,May 25 2013,7
Miami Marlins,1,Chicago White Sox,3,1,May 25 2013,2
Chicago Cubs,1,Cincinnati Reds,7,2,May 25 2013,5
Minnesota Twins,0,Detroit Tigers,5,3,May 25 2013,2
Oakland Athletics,0,Houston Astros,16,11,May 25 2013,5
LA Angels of Anaheim,0,Kansas City Royals,7,7,May 25 2013,0
St. Louis Cardinals,1,Los Angeles Dodgers,8,3,May 25 2013,5
Pittsburgh Pirates,0,Milwaukee Brewers,7,5,May 25 2013,2
Atlanta Braves,0,New York Mets,6,6,May 25 2013,0
Texas Rangers,0,Seattle Mariners,7,5,May 25 2013,2
Colorado Rockies,1,San Francisco Giants,11,5,May 25 2013,6
New York Yankees,0,Tampa Bay Rays,7,4,May 25 2013,3
Baltimore Orioles,0,Toronto Blue Jays,11,6,May 25 2013,5
Philadelphia Phillies,0,Washington Nationals,8,5,May 25 2013,3
San Diego Padres,1,Arizona D'Backs,11,5,May 26 2013,6
Cleveland Indians,1,Boston Red Sox,11,5,May 26 2013,6
Miami Marlins,1,Chicago White Sox,8,3,May 26 2013,5
Chicago Cubs,0,Cincinnati Reds,9,5,May 26 2013,4
Minnesota Twins,1,Detroit Tigers,7,1,May 26 2013,6
Oakland Athletics,0,Houston Astros,8,6,May 26 2013,2
LA Angels of Anaheim,0,Kansas City Royals,7,5,May 26 2013,2
St. Louis Cardinals,0,Los Angeles Dodgers,8,5,May 26 2013,3
Pittsburgh Pirates,0,Milwaukee Brewers,9,5,May 26 2013,4
Atlanta Braves,1,New York Mets,6,2,May 26 2013,4
Texas Rangers,1,Seattle Mariners,7,3,May 26 2013,4
Colorado Rockies,1,San Francisco Giants,10,3,May 26 2013,7
New York Yankees,1,Tampa Bay Rays,11,3,May 26 2013,8
Baltimore Orioles,1,Toronto Blue Jays,11,5,May 26 2013,6
Philadelphia Phillies,1,Washington Nationals,7,1,May 26 2013,6
Texas Rangers,1,Arizona D'Backs,8,3,May 27 2013,5
Texas Rangers,1,Arizona D'Backs,9,4,May 27 2013,5
Philadelphia Phillies,1,Boston Red Sox,12,3,May 27 2013,9
Chicago Cubs,0,Chicago White Sox,7,7,May 27 2013,0
Cleveland Indians,1,Cincinnati Reds,6,2,May 27 2013,4
Pittsburgh Pirates,1,Detroit Tigers,11,5,May 27 2013,6
Colorado Rockies,1,Houston Astros,5,2,May 27 2013,3
St. Louis Cardinals,0,Kansas City Royals,9,6,May 27 2013,3
LA Angels of Anaheim,1,Los Angeles Dodgers,15,7,May 27 2013,8
Minnesota Twins,0,Milwaukee Brewers,9,6,May 27 2013,3
New York Yankees,1,New York Mets,3,1,May 27 2013,2
San Francisco Giants,1,Oakland Athletics,5,1,May 27 2013,4
San Diego Padres,1,Seattle Mariners,9,0,May 27 2013,9
Miami Marlins,1,Tampa Bay Rays,16,6,May 27 2013,10
Atlanta Braves,1,Toronto Blue Jays,12,3,May 27 2013,9
Baltimore Orioles,0,Washington Nationals,8,6,May 27 2013,2
Philadelphia Phillies,0,Boston Red Sox,4,3,May 28 2013,1
Cleveland Indians,1,Cincinnati Reds,10,2,May 28 2013,8
Pittsburgh Pirates,0,Detroit Tigers,1,1,May 28 2013,0
Colorado Rockies,0,Houston Astros,3,2,May 28 2013,1
St. Louis Cardinals,0,Kansas City Royals,5,4,May 28 2013,1
LA Angels of Anaheim,1,Los Angeles Dodgers,3,0,May 28 2013,3
Minnesota Twins,0,Milwaukee Brewers,11,6,May 28 2013,5
New York Yankees,1,New York Mets,3,1,May 28 2013,2
San Francisco Giants,1,Oakland Athletics,9,3,May 28 2013,6
San Diego Padres,0,Seattle Mariners,7,6,May 28 2013,1
Miami Marlins,1,Tampa Bay Rays,13,6,May 28 2013,7
Atlanta Braves,0,Toronto Blue Jays,13,7,May 28 2013,6
Baltimore Orioles,1,Washington Nationals,12,3,May 28 2013,9
Los Angeles Dodgers,1,LA Angels of Anaheim,7,3,May 29 2013,4
Toronto Blue Jays,0,Atlanta Braves,3,3,May 29 2013,0
Washington Nationals,1,Baltimore Orioles,15,6,May 29 2013,9
Chicago White Sox,1,Chicago Cubs,12,3,May 29 2013,9
Cincinnati Reds,1,Cleveland Indians,7,2,May 29 2013,5
Houston Astros,0,Colorado Rockies,9,6,May 29 2013,3
Tampa Bay Rays,0,Miami Marlins,4,3,May 29 2013,1
Milwaukee Brewers,1,Minnesota Twins,5,1,May 29 2013,4
New York Mets,0,New York Yankees,13,9,May 29 2013,4
Boston Red Sox,1,Philadelphia Phillies,7,3,May 29 2013,4
Detroit Tigers,1,Pittsburgh Pirates,8,3,May 29 2013,5
Seattle Mariners,1,San Diego Padres,5,2,May 29 2013,3
Oakland Athletics,0,San Francisco Giants,15,9,May 29 2013,6
Kansas City Royals,1,St. Louis Cardinals,8,3,May 29 2013,5
Los Angeles Dodgers,1,LA Angels of Anaheim,5,2,May 30 2013,3
Toronto Blue Jays,1,Atlanta Braves,14,3,May 30 2013,11
Washington Nationals,1,Baltimore Orioles,2,0,May 30 2013,2
Chicago White Sox,1,Chicago Cubs,11,3,May 30 2013,8
Cincinnati Reds,1,Cleveland Indians,8,1,May 30 2013,7
Houston Astros,0,Colorado Rockies,12,7,May 30 2013,5
Tampa Bay Rays,0,Miami Marlins,7,5,May 30 2013,2
Milwaukee Brewers,1,Minnesota Twins,14,6,May 30 2013,8
New York Mets,0,New York Yankees,4,3,May 30 2013,1
Boston Red Sox,0,Philadelphia Phillies,11,9,May 30 2013,2
Detroit Tigers,1,Pittsburgh Pirates,1,0,May 30 2013,1
Seattle Mariners,0,San Diego Padres,8,7,May 30 2013,1
Oakland Athletics,1,San Francisco Giants,7,2,May 30 2013,5
Kansas City Royals,0,St. Louis Cardinals,6,4,May 30 2013,2
Arizona D'Backs,1,Texas Rangers,14,5,May 30 2013,9
Houston Astros,0,LA Angels of Anaheim,9,6,May 31 2013,3
Washington Nationals,0,Atlanta Braves,5,3,May 31 2013,2
Detroit Tigers,1,Baltimore Orioles,12,5,May 31 2013,7
Arizona D'Backs,1,Chicago Cubs,9,2,May 31 2013,7
Tampa Bay Rays,0,Cleveland Indians,11,9,May 31 2013,2
Los Angeles Dodgers,0,Colorado Rockies,12,7,May 31 2013,5
New York Mets,1,Miami Marlins,6,1,May 31 2013,5
Seattle Mariners,0,Minnesota Twins,3,3,May 31 2013,0
Boston Red Sox,1,New York Yankees,5,1,May 31 2013,4
Chicago White Sox,1,Oakland Athletics,3,0,May 31 2013,3
Milwaukee Brewers,0,Philadelphia Phillies,13,8,May 31 2013,5
