Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Washington Nationals,1,Philadelphia Phillies,7,3,June 28 2018,4
Colorado Rockies,0,San Francisco Giants,17,9,June 28 2018,8
Houston Astros,0,Tampa Bay Rays,1,1,June 28 2018,0
San Francisco Giants,0,Arizona D'Backs,3,2,June 29 2018,1
Los Angeles Angels,0,Baltimore Orioles,8,7,June 29 2018,1
Minnesota Twins,1,Chicago Cubs,16,6,June 29 2018,10
Milwaukee Brewers,0,Cincinnati Reds,10,8,June 29 2018,2
Colorado Rockies,0,Los Angeles Dodgers,4,3,June 29 2018,1
New York Mets,1,Miami Marlins,10,2,June 29 2018,8
Boston Red Sox,1,New York Yankees,9,1,June 29 2018,8
Cleveland Indians,1,Oakland Athletics,4,1,June 29 2018,3
Washington Nationals,0,Philadelphia Phillies,24,17,June 29 2018,7
Pittsburgh Pirates,0,San Diego Padres,9,6,June 29 2018,3
Kansas City Royals,1,Seattle Mariners,5,1,June 29 2018,4
Atlanta Braves,0,St. Louis Cardinals,6,5,June 29 2018,1
Houston Astros,1,Tampa Bay Rays,5,2,June 29 2018,3
Chicago White Sox,1,Texas Rangers,14,3,June 29 2018,11
Detroit Tigers,1,Toronto Blue Jays,5,2,June 29 2018,3
San Francisco Giants,0,Arizona D'Backs,7,7,June 30 2018,0
Los Angeles Angels,0,Baltimore Orioles,8,6,June 30 2018,2
Minnesota Twins,1,Chicago Cubs,23,9,June 30 2018,14
Milwaukee Brewers,1,Cincinnati Reds,15,3,June 30 2018,12
Colorado Rockies,0,Los Angeles Dodgers,4,3,June 30 2018,1
New York Mets,1,Miami Marlins,7,2,June 30 2018,5
Boston Red Sox,0,New York Yankees,11,11,June 30 2018,0
Cleveland Indians,1,Oakland Athletics,9,2,June 30 2018,7
Washington Nationals,1,Philadelphia Phillies,5,2,June 30 2018,3
Pittsburgh Pirates,1,San Diego Padres,7,3,June 30 2018,4
Kansas City Royals,1,Seattle Mariners,10,4,June 30 2018,6
Atlanta Braves,0,St. Louis Cardinals,15,11,June 30 2018,4
Houston Astros,1,Tampa Bay Rays,7,2,June 30 2018,5
Chicago White Sox,1,Texas Rangers,17,4,June 30 2018,13
Detroit Tigers,1,Toronto Blue Jays,7,3,June 30 2018,4
San Francisco Giants,0,Arizona D'Backs,15,9,July 1 2018,6
Los Angeles Angels,1,Baltimore Orioles,10,2,July 1 2018,8
Minnesota Twins,1,Chicago Cubs,21,10,July 1 2018,11
Milwaukee Brewers,1,Cincinnati Reds,10,2,July 1 2018,8
Colorado Rockies,1,Los Angeles Dodgers,10,4,July 1 2018,6
New York Mets,0,Miami Marlins,7,5,July 1 2018,2
Boston Red Sox,1,New York Yankees,12,1,July 1 2018,11
Cleveland Indians,0,Oakland Athletics,18,15,July 1 2018,3
Washington Nationals,1,Philadelphia Phillies,7,3,July 1 2018,4
Pittsburgh Pirates,0,San Diego Padres,12,7,July 1 2018,5
Kansas City Royals,1,Seattle Mariners,1,0,July 1 2018,1
Atlanta Braves,0,St. Louis Cardinals,11,6,July 1 2018,5
Houston Astros,1,Tampa Bay Rays,5,2,July 1 2018,3
Chicago White Sox,0,Texas Rangers,15,10,July 1 2018,5
Detroit Tigers,0,Toronto Blue Jays,10,9,July 1 2018,1
St. Louis Cardinals,0,Arizona D'Backs,9,6,July 2 2018,3
Chicago White Sox,1,Cincinnati Reds,8,3,July 2 2018,5
San Francisco Giants,1,Colorado Rockies,7,2,July 2 2018,5
Cleveland Indians,0,Kansas City Royals,12,9,July 2 2018,3
Pittsburgh Pirates,1,Los Angeles Dodgers,18,1,July 2 2018,17
Tampa Bay Rays,1,Miami Marlins,5,2,July 2 2018,3
Minnesota Twins,1,Milwaukee Brewers,11,5,July 2 2018,6
Atlanta Braves,0,New York Yankees,8,5,July 2 2018,3
Detroit Tigers,0,Toronto Blue Jays,5,3,July 2 2018,2
Boston Red Sox,0,Washington Nationals,7,4,July 2 2018,3
St. Louis Cardinals,1,Arizona D'Backs,6,2,July 3 2018,4
Detroit Tigers,1,Chicago Cubs,8,3,July 3 2018,5
Chicago White Sox,0,Cincinnati Reds,20,12,July 3 2018,8
San Francisco Giants,1,Colorado Rockies,9,1,July 3 2018,8
Cleveland Indians,0,Kansas City Royals,10,6,July 3 2018,4
Pittsburgh Pirates,1,Los Angeles Dodgers,11,3,July 3 2018,8
Tampa Bay Rays,0,Miami Marlins,15,9,July 3 2018,6
Minnesota Twins,1,Milwaukee Brewers,2,0,July 3 2018,2
Atlanta Braves,1,New York Yankees,13,5,July 3 2018,8
San Diego Padres,1,Oakland Athletics,8,2,July 3 2018,6
Baltimore Orioles,1,Philadelphia Phillies,5,2,July 3 2018,3
Los Angeles Angels,1,Seattle Mariners,5,1,July 3 2018,4
Houston Astros,0,Texas Rangers,8,5,July 3 2018,3
New York Mets,1,Toronto Blue Jays,14,6,July 3 2018,8
Boston Red Sox,0,Washington Nationals,15,11,July 3 2018,4
St. Louis Cardinals,0,Arizona D'Backs,12,8,July 4 2018,4
Detroit Tigers,1,Chicago Cubs,7,2,July 4 2018,5
Chicago White Sox,1,Cincinnati Reds,11,4,July 4 2018,7
San Francisco Giants,1,Colorado Rockies,1,0,July 4 2018,1
Cleveland Indians,0,Kansas City Royals,5,3,July 4 2018,2
Pittsburgh Pirates,1,Los Angeles Dodgers,10,4,July 4 2018,6
Tampa Bay Rays,1,Miami Marlins,3,0,July 4 2018,3
Minnesota Twins,1,Milwaukee Brewers,5,2,July 4 2018,3
Atlanta Braves,1,New York Yankees,8,2,July 4 2018,6
San Diego Padres,1,Oakland Athletics,6,2,July 4 2018,4
Baltimore Orioles,1,Philadelphia Phillies,5,1,July 4 2018,4
Los Angeles Angels,0,Seattle Mariners,11,7,July 4 2018,4
Houston Astros,0,Texas Rangers,9,5,July 4 2018,4
New York Mets,0,Toronto Blue Jays,9,6,July 4 2018,3
Boston Red Sox,0,Washington Nationals,3,3,July 4 2018,0
San Diego Padres,0,Arizona D'Backs,9,6,July 5 2018,3
Texas Rangers,0,Detroit Tigers,12,7,July 5 2018,5
Chicago White Sox,1,Houston Astros,7,3,July 5 2018,4
Atlanta Braves,1,Milwaukee Brewers,9,2,July 5 2018,7
Baltimore Orioles,1,Minnesota Twins,7,2,July 5 2018,5
Los Angeles Angels,1,Seattle Mariners,5,1,July 5 2018,4
St. Louis Cardinals,0,San Francisco Giants,13,11,July 5 2018,2
Miami Marlins,1,Washington Nationals,26,12,July 5 2018,14
Los Angeles Dodgers,1,Los Angeles Angels,5,2,July 6 2018,3
San Diego Padres,1,Arizona D'Backs,4,1,July 6 2018,3
Cincinnati Reds,0,Chicago Cubs,5,3,July 6 2018,2
Oakland Athletics,1,Cleveland Indians,14,4,July 6 2018,10
Texas Rangers,1,Detroit Tigers,4,1,July 6 2018,3
Chicago White Sox,1,Houston Astros,15,4,July 6 2018,11
Boston Red Sox,0,Kansas City Royals,15,10,July 6 2018,5
Atlanta Braves,1,Milwaukee Brewers,9,4,July 6 2018,5
Baltimore Orioles,1,Minnesota Twins,8,2,July 6 2018,6
Tampa Bay Rays,1,New York Mets,6,1,July 6 2018,5
Philadelphia Phillies,0,Pittsburgh Pirates,22,17,July 6 2018,5
Colorado Rockies,0,Seattle Mariners,8,7,July 6 2018,1
St. Louis Cardinals,1,San Francisco Giants,5,2,July 6 2018,3
New York Yankees,1,Toronto Blue Jays,8,2,July 6 2018,6
Miami Marlins,1,Washington Nationals,5,2,July 6 2018,3
Los Angeles Dodgers,0,Los Angeles Angels,4,3,July 7 2018,1
San Diego Padres,1,Arizona D'Backs,25,5,July 7 2018,20
Cincinnati Reds,1,Chicago Cubs,15,7,July 7 2018,8
Oakland Athletics,0,Cleveland Indians,9,6,July 7 2018,3
Texas Rangers,1,Detroit Tigers,9,2,July 7 2018,7
Chicago White Sox,1,Houston Astros,18,6,July 7 2018,12
Boston Red Sox,0,Kansas City Royals,19,15,July 7 2018,4
Atlanta Braves,0,Milwaukee Brewers,6,5,July 7 2018,1
Baltimore Orioles,1,Minnesota Twins,9,4,July 7 2018,5
Tampa Bay Rays,0,New York Mets,3,3,July 7 2018,0
Philadelphia Phillies,0,Pittsburgh Pirates,5,3,July 7 2018,2
Colorado Rockies,0,Seattle Mariners,6,5,July 7 2018,1
St. Louis Cardinals,0,San Francisco Giants,5,3,July 7 2018,2
New York Yankees,0,Toronto Blue Jays,13,8,July 7 2018,5
Miami Marlins,1,Washington Nationals,22,4,July 7 2018,18
Los Angeles Dodgers,1,Los Angeles Angels,7,3,July 8 2018,4
San Diego Padres,0,Arizona D'Backs,7,4,July 8 2018,3
Cincinnati Reds,1,Chicago Cubs,11,5,July 8 2018,6
Oakland Athletics,0,Cleveland Indians,6,6,July 8 2018,0
Texas Rangers,0,Detroit Tigers,3,3,July 8 2018,0
Chicago White Sox,1,Houston Astros,3,1,July 8 2018,2
Boston Red Sox,0,Kansas City Royals,11,7,July 8 2018,4
Atlanta Braves,1,Milwaukee Brewers,13,3,July 8 2018,10
Baltimore Orioles,1,Minnesota Twins,11,1,July 8 2018,10
Tampa Bay Rays,0,New York Mets,9,9,July 8 2018,0
Philadelphia Phillies,1,Pittsburgh Pirates,5,1,July 8 2018,4
Colorado Rockies,1,Seattle Mariners,10,4,July 8 2018,6
St. Louis Cardinals,1,San Francisco Giants,21,8,July 8 2018,13
New York Yankees,0,Toronto Blue Jays,3,2,July 8 2018,1
Miami Marlins,0,Washington Nationals,12,10,July 8 2018,2
New York Yankees,1,Baltimore Orioles,9,4,July 9 2018,5
New York Yankees,0,Baltimore Orioles,12,10,July 9 2018,2
Texas Rangers,1,Boston Red Sox,5,0,July 9 2018,5
Cincinnati Reds,0,Cleveland Indians,12,7,July 9 2018,5
Oakland Athletics,0,Houston Astros,2,2,July 9 2018,0
Milwaukee Brewers,1,Miami Marlins,7,3,July 9 2018,4
Kansas City Royals,1,Minnesota Twins,4,1,July 9 2018,3
Philadelphia Phillies,1,New York Mets,7,3,July 9 2018,4
Philadelphia Phillies,0,New York Mets,4,3,July 9 2018,1
Washington Nationals,1,Pittsburgh Pirates,9,3,July 9 2018,6
Los Angeles Dodgers,0,San Diego Padres,10,8,July 9 2018,2
Chicago Cubs,1,San Francisco Giants,3,1,July 9 2018,2
Detroit Tigers,1,Tampa Bay Rays,19,9,July 9 2018,10
Seattle Mariners,1,Los Angeles Angels,12,3,July 10 2018,9
Toronto Blue Jays,0,Atlanta Braves,8,6,July 10 2018,2
New York Yankees,1,Baltimore Orioles,11,5,July 10 2018,6
Texas Rangers,1,Boston Red Sox,12,4,July 10 2018,8
St. Louis Cardinals,0,Chicago White Sox,16,14,July 10 2018,2
Cincinnati Reds,0,Cleveland Indians,11,7,July 10 2018,4
Arizona D'Backs,0,Colorado Rockies,8,5,July 10 2018,3
Oakland Athletics,1,Houston Astros,11,5,July 10 2018,6
Milwaukee Brewers,0,Miami Marlins,12,8,July 10 2018,4
Kansas City Royals,0,Minnesota Twins,13,9,July 10 2018,4
Philadelphia Phillies,0,New York Mets,10,7,July 10 2018,3
Washington Nationals,0,Pittsburgh Pirates,6,5,July 10 2018,1
Los Angeles Dodgers,1,San Diego Padres,5,1,July 10 2018,4
Chicago Cubs,0,San Francisco Giants,2,2,July 10 2018,0
Detroit Tigers,1,Tampa Bay Rays,7,2,July 10 2018,5
Seattle Mariners,0,Los Angeles Angels,3,3,July 11 2018,0
Toronto Blue Jays,1,Atlanta Braves,14,5,July 11 2018,9
New York Yankees,0,Baltimore Orioles,9,9,July 11 2018,0
Texas Rangers,1,Boston Red Sox,6,2,July 11 2018,4
St. Louis Cardinals,1,Chicago White Sox,4,0,July 11 2018,4
Cincinnati Reds,1,Cleveland Indians,23,4,July 11 2018,19
Arizona D'Backs,1,Colorado Rockies,21,2,July 11 2018,19
Oakland Athletics,0,Houston Astros,11,8,July 11 2018,3
Milwaukee Brewers,1,Miami Marlins,9,4,July 11 2018,5
Kansas City Royals,1,Minnesota Twins,13,5,July 11 2018,8
Philadelphia Phillies,1,New York Mets,3,0,July 11 2018,3
Washington Nationals,1,Pittsburgh Pirates,2,0,July 11 2018,2
Los Angeles Dodgers,0,San Diego Padres,6,4,July 11 2018,2
Chicago Cubs,1,San Francisco Giants,9,4,July 11 2018,5
Detroit Tigers,1,Tampa Bay Rays,6,2,July 11 2018,4
Seattle Mariners,1,Los Angeles Angels,13,2,July 12 2018,11
Philadelphia Phillies,0,Baltimore Orioles,9,5,July 12 2018,4
Toronto Blue Jays,1,Boston Red Sox,10,4,July 12 2018,6
New York Yankees,0,Cleveland Indians,11,7,July 12 2018,4
Arizona D'Backs,1,Colorado Rockies,6,1,July 12 2018,5
Oakland Athletics,0,Houston Astros,10,6,July 12 2018,4
Tampa Bay Rays,1,Minnesota Twins,6,1,July 12 2018,5
Washington Nationals,0,New York Mets,9,5,July 12 2018,4
Milwaukee Brewers,1,Pittsburgh Pirates,9,3,July 12 2018,6
Los Angeles Dodgers,0,San Diego Padres,5,3,July 12 2018,2
Arizona D'Backs,0,Atlanta Braves,3,2,July 13 2018,1
Texas Rangers,0,Baltimore Orioles,9,5,July 13 2018,4
Toronto Blue Jays,0,Boston Red Sox,20,13,July 13 2018,7
Kansas City Royals,1,Chicago White Sox,15,6,July 13 2018,9
New York Yankees,1,Cleveland Indians,11,5,July 13 2018,6
Seattle Mariners,1,Colorado Rockies,17,7,July 13 2018,10
Detroit Tigers,1,Houston Astros,3,0,July 13 2018,3
Los Angeles Angels,1,Los Angeles Dodgers,5,2,July 13 2018,3
Philadelphia Phillies,0,Miami Marlins,2,2,July 13 2018,0
Tampa Bay Rays,1,Minnesota Twins,19,8,July 13 2018,11
Washington Nationals,1,New York Mets,6,2,July 13 2018,4
Milwaukee Brewers,1,Pittsburgh Pirates,10,3,July 13 2018,7
Chicago Cubs,0,San Diego Padres,9,5,July 13 2018,4
Oakland Athletics,1,San Francisco Giants,8,1,July 13 2018,7
Cincinnati Reds,0,St. Louis Cardinals,10,9,July 13 2018,1
Arizona D'Backs,0,Atlanta Braves,3,3,July 14 2018,0
Texas Rangers,1,Baltimore Orioles,1,0,July 14 2018,1
Toronto Blue Jays,1,Boston Red Sox,8,2,July 14 2018,6
Kansas City Royals,0,Chicago White Sox,5,5,July 14 2018,0
New York Yankees,0,Cleveland Indians,9,5,July 14 2018,4
Seattle Mariners,1,Colorado Rockies,5,1,July 14 2018,4
Detroit Tigers,1,Houston Astros,10,1,July 14 2018,9
Los Angeles Angels,0,Los Angeles Dodgers,9,5,July 14 2018,4
Philadelphia Phillies,1,Miami Marlins,2,0,July 14 2018,2
Tampa Bay Rays,0,Minnesota Twins,25,19,July 14 2018,6
Washington Nationals,1,New York Mets,11,4,July 14 2018,7
Milwaukee Brewers,1,Pittsburgh Pirates,3,1,July 14 2018,2
Milwaukee Brewers,1,Pittsburgh Pirates,8,2,July 14 2018,6
Chicago Cubs,0,San Diego Padres,17,11,July 14 2018,6
Oakland Athletics,0,San Francisco Giants,7,4,July 14 2018,3
Cincinnati Reds,0,St. Louis Cardinals,10,8,July 14 2018,2
Arizona D'Backs,1,Atlanta Braves,6,1,July 15 2018,5
Texas Rangers,1,Baltimore Orioles,11,5,July 15 2018,6
Toronto Blue Jays,1,Boston Red Sox,7,2,July 15 2018,5
Kansas City Royals,1,Chicago White Sox,11,1,July 15 2018,10
New York Yankees,1,Cleveland Indians,7,2,July 15 2018,5
Seattle Mariners,1,Colorado Rockies,7,3,July 15 2018,4
Detroit Tigers,0,Houston Astros,9,6,July 15 2018,3
Los Angeles Angels,1,Los Angeles Dodgers,8,3,July 15 2018,5
Philadelphia Phillies,1,Miami Marlins,15,5,July 15 2018,10
Tampa Bay Rays,1,Minnesota Twins,18,7,July 15 2018,11
Washington Nationals,0,New York Mets,7,6,July 15 2018,1
Milwaukee Brewers,1,Pittsburgh Pirates,13,6,July 15 2018,7
Chicago Cubs,0,San Diego Padres,11,7,July 15 2018,4
Oakland Athletics,0,San Francisco Giants,8,6,July 15 2018,2
Cincinnati Reds,1,St. Louis Cardinals,10,4,July 15 2018,6
St. Louis Cardinals,1,Chicago Cubs,15,6,July 19 2018,9
Houston Astros,0,Los Angeles Angels,4,3,July 20 2018,1
Colorado Rockies,0,Arizona D'Backs,21,11,July 20 2018,10
St. Louis Cardinals,0,Chicago Cubs,23,18,July 20 2018,5
Pittsburgh Pirates,0,Cincinnati Reds,13,12,July 20 2018,1
Boston Red Sox,0,Detroit Tigers,1,1,July 20 2018,0
Minnesota Twins,1,Kansas City Royals,11,5,July 20 2018,6
Los Angeles Dodgers,0,Milwaukee Brewers,10,6,July 20 2018,4
New York Mets,0,New York Yankees,12,7,July 20 2018,5
San Francisco Giants,0,Oakland Athletics,6,5,July 20 2018,1
San Diego Padres,1,Philadelphia Phillies,16,5,July 20 2018,11
Chicago White Sox,1,Seattle Mariners,4,1,July 20 2018,3
Miami Marlins,0,Tampa Bay Rays,11,6,July 20 2018,5
Cleveland Indians,0,Texas Rangers,17,9,July 20 2018,8
Baltimore Orioles,1,Toronto Blue Jays,15,7,July 20 2018,8
Atlanta Braves,0,Washington Nationals,13,8,July 20 2018,5
Houston Astros,0,Los Angeles Angels,7,7,July 21 2018,0
Colorado Rockies,0,Arizona D'Backs,11,6,July 21 2018,5
St. Louis Cardinals,1,Chicago Cubs,9,2,July 21 2018,7
St. Louis Cardinals,0,Chicago Cubs,9,6,July 21 2018,3
Pittsburgh Pirates,0,Cincinnati Reds,8,6,July 21 2018,2
Boston Red Sox,1,Detroit Tigers,5,0,July 21 2018,5
Minnesota Twins,1,Kansas City Royals,6,2,July 21 2018,4
Los Angeles Dodgers,1,Milwaukee Brewers,6,2,July 21 2018,4
New York Mets,1,New York Yankees,13,6,July 21 2018,7
San Francisco Giants,1,Oakland Athletics,7,3,July 21 2018,4
Chicago White Sox,0,Seattle Mariners,5,5,July 21 2018,0
Miami Marlins,0,Tampa Bay Rays,5,3,July 21 2018,2
Cleveland Indians,0,Texas Rangers,19,16,July 21 2018,3
Baltimore Orioles,1,Toronto Blue Jays,5,1,July 21 2018,4
Houston Astros,1,Los Angeles Angels,19,5,July 22 2018,14
Colorado Rockies,1,Arizona D'Backs,7,1,July 22 2018,6
St. Louis Cardinals,1,Chicago Cubs,9,2,July 22 2018,7
Pittsburgh Pirates,0,Cincinnati Reds,11,9,July 22 2018,2
Boston Red Sox,0,Detroit Tigers,10,9,July 22 2018,1
Minnesota Twins,1,Kansas City Royals,8,3,July 22 2018,5
Los Angeles Dodgers,0,Milwaukee Brewers,13,11,July 22 2018,2
San Francisco Giants,1,Oakland Athletics,11,5,July 22 2018,6
San Diego Padres,0,Philadelphia Phillies,12,10,July 22 2018,2
San Diego Padres,1,Philadelphia Phillies,5,0,July 22 2018,5
Chicago White Sox,1,Seattle Mariners,10,2,July 22 2018,8
Miami Marlins,1,Tampa Bay Rays,10,4,July 22 2018,6
Cleveland Indians,1,Texas Rangers,5,0,July 22 2018,5
Baltimore Orioles,1,Toronto Blue Jays,9,4,July 22 2018,5
Atlanta Braves,1,Washington Nationals,8,2,July 22 2018,6
Chicago White Sox,0,Los Angeles Angels,8,5,July 23 2018,3
Boston Red Sox,0,Baltimore Orioles,8,5,July 23 2018,3
Arizona D'Backs,0,Chicago Cubs,8,7,July 23 2018,1
St. Louis Cardinals,1,Cincinnati Reds,3,1,July 23 2018,2
Pittsburgh Pirates,0,Cleveland Indians,7,7,July 23 2018,0
Detroit Tigers,0,Kansas City Royals,9,5,July 23 2018,4
Atlanta Braves,0,Miami Marlins,13,12,July 23 2018,1
Washington Nationals,1,Milwaukee Brewers,7,1,July 23 2018,6
San Diego Padres,0,New York Mets,5,3,July 23 2018,2
Los Angeles Dodgers,0,Philadelphia Phillies,13,7,July 23 2018,6
New York Yankees,1,Tampa Bay Rays,13,6,July 23 2018,7
Oakland Athletics,0,Texas Rangers,18,15,July 23 2018,3
Minnesota Twins,0,Toronto Blue Jays,11,8,July 23 2018,3
Chicago White Sox,0,Los Angeles Angels,6,4,July 24 2018,2
Boston Red Sox,1,Baltimore Orioles,13,6,July 24 2018,7
Arizona D'Backs,0,Chicago Cubs,6,5,July 24 2018,1
St. Louis Cardinals,0,Cincinnati Reds,6,4,July 24 2018,2
Pittsburgh Pirates,0,Cleveland Indians,13,9,July 24 2018,4
Houston Astros,0,Colorado Rockies,10,8,July 24 2018,2
Detroit Tigers,1,Kansas City Royals,9,4,July 24 2018,5
Atlanta Braves,1,Miami Marlins,12,3,July 24 2018,9
Washington Nationals,1,Milwaukee Brewers,9,4,July 24 2018,5
San Diego Padres,1,New York Mets,9,3,July 24 2018,6
Los Angeles Dodgers,1,Philadelphia Phillies,11,4,July 24 2018,7
San Francisco Giants,0,Seattle Mariners,7,4,July 24 2018,3
New York Yankees,0,Tampa Bay Rays,4,4,July 24 2018,0
Oakland Athletics,0,Texas Rangers,23,13,July 24 2018,10
Minnesota Twins,0,Toronto Blue Jays,5,5,July 24 2018,0
Chicago White Sox,1,Los Angeles Angels,14,3,July 25 2018,11
Arizona D'Backs,1,Chicago Cubs,3,1,July 25 2018,2
St. Louis Cardinals,1,Cincinnati Reds,10,3,July 25 2018,7
Pittsburgh Pirates,1,Cleveland Indians,4,0,July 25 2018,4
Houston Astros,1,Colorado Rockies,5,2,July 25 2018,3
Detroit Tigers,0,Kansas City Royals,12,8,July 25 2018,4
Washington Nationals,0,Milwaukee Brewers,10,7,July 25 2018,3
San Diego Padres,1,New York Mets,10,4,July 25 2018,6
Los Angeles Dodgers,1,Philadelphia Phillies,10,3,July 25 2018,7
San Francisco Giants,1,Seattle Mariners,5,2,July 25 2018,3
New York Yankees,1,Tampa Bay Rays,5,2,July 25 2018,3
Oakland Athletics,0,Texas Rangers,11,6,July 25 2018,5
Minnesota Twins,0,Toronto Blue Jays,18,12,July 25 2018,6
Chicago White Sox,1,Los Angeles Angels,20,8,July 26 2018,12
Los Angeles Dodgers,0,Atlanta Braves,10,8,July 26 2018,2
Tampa Bay Rays,0,Baltimore Orioles,7,4,July 26 2018,3
Minnesota Twins,0,Boston Red Sox,3,2,July 26 2018,1
Arizona D'Backs,1,Chicago Cubs,13,6,July 26 2018,7
Philadelphia Phillies,0,Cincinnati Reds,13,9,July 26 2018,4
Washington Nationals,0,Miami Marlins,13,10,July 26 2018,3
Kansas City Royals,1,New York Yankees,9,2,July 26 2018,7
New York Mets,0,Pittsburgh Pirates,18,12,July 26 2018,6
Milwaukee Brewers,0,San Francisco Giants,12,7,July 26 2018,5
Oakland Athletics,0,Texas Rangers,13,7,July 26 2018,6
Seattle Mariners,1,Los Angeles Angels,7,3,July 27 2018,4
Los Angeles Dodgers,0,Atlanta Braves,5,4,July 27 2018,1
Tampa Bay Rays,1,Baltimore Orioles,20,5,July 27 2018,15
Minnesota Twins,1,Boston Red Sox,7,3,July 27 2018,4
Toronto Blue Jays,0,Chicago White Sox,15,10,July 27 2018,5
Philadelphia Phillies,1,Cincinnati Reds,10,4,July 27 2018,6
Oakland Athletics,1,Colorado Rockies,4,1,July 27 2018,3
Cleveland Indians,0,Detroit Tigers,11,8,July 27 2018,3
Texas Rangers,0,Houston Astros,13,11,July 27 2018,2
Washington Nationals,0,Miami Marlins,10,9,July 27 2018,1
New York Mets,1,Pittsburgh Pirates,9,4,July 27 2018,5
Arizona D'Backs,0,San Diego Padres,8,6,July 27 2018,2
Milwaukee Brewers,0,San Francisco Giants,4,3,July 27 2018,1
Chicago Cubs,1,St. Louis Cardinals,7,2,July 27 2018,5
Seattle Mariners,1,Los Angeles Angels,16,5,July 28 2018,11
Los Angeles Dodgers,0,Atlanta Braves,6,5,July 28 2018,1
Tampa Bay Rays,1,Baltimore Orioles,13,2,July 28 2018,11
Minnesota Twins,1,Boston Red Sox,14,4,July 28 2018,10
Toronto Blue Jays,1,Chicago White Sox,14,5,July 28 2018,9
Philadelphia Phillies,1,Cincinnati Reds,8,2,July 28 2018,6
Oakland Athletics,1,Colorado Rockies,5,1,July 28 2018,4
Cleveland Indians,1,Detroit Tigers,3,1,July 28 2018,2
Texas Rangers,0,Houston Astros,10,7,July 28 2018,3
Washington Nationals,1,Miami Marlins,3,1,July 28 2018,2
Kansas City Royals,0,New York Yankees,15,10,July 28 2018,5
Kansas City Royals,1,New York Yankees,9,4,July 28 2018,5
New York Mets,1,Pittsburgh Pirates,5,0,July 28 2018,5
Arizona D'Backs,0,San Diego Padres,13,9,July 28 2018,4
Milwaukee Brewers,0,San Francisco Giants,8,7,July 28 2018,1
Chicago Cubs,1,St. Louis Cardinals,8,2,July 28 2018,6
Seattle Mariners,0,Los Angeles Angels,13,8,July 29 2018,5
Los Angeles Dodgers,1,Atlanta Braves,5,1,July 29 2018,4
Tampa Bay Rays,1,Baltimore Orioles,16,5,July 29 2018,11
Minnesota Twins,1,Boston Red Sox,3,0,July 29 2018,3
Toronto Blue Jays,0,Chicago White Sox,11,7,July 29 2018,4
Philadelphia Phillies,1,Cincinnati Reds,4,0,July 29 2018,4
Oakland Athletics,1,Colorado Rockies,5,2,July 29 2018,3
Cleveland Indians,0,Detroit Tigers,9,8,July 29 2018,1
Texas Rangers,0,Houston Astros,7,4,July 29 2018,3
Washington Nationals,1,Miami Marlins,5,0,July 29 2018,5
Kansas City Royals,1,New York Yankees,9,3,July 29 2018,6
New York Mets,0,Pittsburgh Pirates,1,1,July 29 2018,0
Arizona D'Backs,0,San Diego Padres,9,5,July 29 2018,4
Milwaukee Brewers,1,San Francisco Giants,13,5,July 29 2018,8
Chicago Cubs,0,St. Louis Cardinals,7,5,July 29 2018,2
Texas Rangers,0,Arizona D'Backs,14,9,July 30 2018,5
Miami Marlins,1,Atlanta Braves,8,3,July 30 2018,5
Philadelphia Phillies,1,Boston Red Sox,3,1,July 30 2018,2
Milwaukee Brewers,0,Los Angeles Dodgers,7,5,July 30 2018,2
Cleveland Indians,1,Minnesota Twins,9,4,July 30 2018,5
Toronto Blue Jays,1,Oakland Athletics,11,1,July 30 2018,10
San Francisco Giants,0,San Diego Padres,8,5,July 30 2018,3
Houston Astros,1,Seattle Mariners,2,0,July 30 2018,2
Colorado Rockies,1,St. Louis Cardinals,9,4,July 30 2018,5
Texas Rangers,1,Arizona D'Backs,6,0,July 31 2018,6
Miami Marlins,1,Atlanta Braves,17,6,July 31 2018,11
Philadelphia Phillies,0,Boston Red Sox,4,3,July 31 2018,1
Kansas City Royals,0,Chicago White Sox,6,4,July 31 2018,2
Cincinnati Reds,1,Detroit Tigers,3,1,July 31 2018,2
Milwaukee Brewers,0,Los Angeles Dodgers,1,1,July 31 2018,0
Cleveland Indians,0,Minnesota Twins,8,6,July 31 2018,2
Baltimore Orioles,1,New York Yankees,9,3,July 31 2018,6
Toronto Blue Jays,1,Oakland Athletics,8,2,July 31 2018,6
Chicago Cubs,1,Pittsburgh Pirates,9,4,July 31 2018,5
San Francisco Giants,0,San Diego Padres,5,3,July 31 2018,2
Houston Astros,0,Seattle Mariners,7,5,July 31 2018,2
Colorado Rockies,0,St. Louis Cardinals,9,6,July 31 2018,3
Los Angeles Angels,1,Tampa Bay Rays,16,6,July 31 2018,10
New York Mets,1,Washington Nationals,29,4,July 31 2018,25
Kansas City Royals,0,Chicago White Sox,15,10,August 1 2018,5
Cincinnati Reds,1,Detroit Tigers,11,4,August 1 2018,7
Milwaukee Brewers,1,Los Angeles Dodgers,10,4,August 1 2018,6
Cleveland Indians,0,Minnesota Twins,2,2,August 1 2018,0
Baltimore Orioles,0,New York Yankees,12,7,August 1 2018,5
Toronto Blue Jays,1,Oakland Athletics,11,3,August 1 2018,8
Chicago Cubs,0,Pittsburgh Pirates,11,9,August 1 2018,2
Houston Astros,0,Seattle Mariners,11,8,August 1 2018,3
Colorado Rockies,1,St. Louis Cardinals,9,3,August 1 2018,6
