Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
New York Mets,1,San Diego Padres,9,3,July 26 2017,6
Boston Red Sox,0,Seattle Mariners,4,4,July 26 2017,0
Pittsburgh Pirates,1,San Francisco Giants,3,1,July 26 2017,2
Colorado Rockies,1,St. Louis Cardinals,15,5,July 26 2017,10
Baltimore Orioles,1,Tampa Bay Rays,6,1,July 26 2017,5
Miami Marlins,0,Texas Rangers,32,22,July 26 2017,10
Oakland Athletics,1,Toronto Blue Jays,5,2,July 26 2017,3
Milwaukee Brewers,1,Washington Nationals,13,5,July 26 2017,8
Chicago Cubs,0,Chicago White Sox,9,6,July 27 2017,3
Los Angeles Angels,1,Cleveland Indians,3,1,July 27 2017,2
Cincinnati Reds,1,Miami Marlins,5,1,July 27 2017,4
Tampa Bay Rays,1,New York Yankees,11,5,July 27 2017,6
New York Mets,1,San Diego Padres,12,5,July 27 2017,7
Arizona D'Backs,0,St. Louis Cardinals,4,4,July 27 2017,0
Oakland Athletics,1,Toronto Blue Jays,12,4,July 27 2017,8
Milwaukee Brewers,1,Washington Nationals,17,2,July 27 2017,15
Kansas City Royals,0,Boston Red Sox,6,4,July 28 2017,2
Cleveland Indians,0,Chicago White Sox,12,9,July 28 2017,3
Houston Astros,0,Detroit Tigers,11,6,July 28 2017,5
San Francisco Giants,1,Los Angeles Dodgers,10,4,July 28 2017,6
Cincinnati Reds,1,Miami Marlins,11,4,July 28 2017,7
Chicago Cubs,1,Milwaukee Brewers,3,1,July 28 2017,2
Tampa Bay Rays,1,New York Yankees,7,1,July 28 2017,6
Minnesota Twins,0,Oakland Athletics,9,6,July 28 2017,3
Atlanta Braves,1,Philadelphia Phillies,13,3,July 28 2017,10
Pittsburgh Pirates,1,San Diego Padres,5,2,July 28 2017,3
New York Mets,0,Seattle Mariners,12,7,July 28 2017,5
Arizona D'Backs,1,St. Louis Cardinals,1,0,July 28 2017,1
Baltimore Orioles,1,Texas Rangers,10,2,July 28 2017,8
Los Angeles Angels,0,Toronto Blue Jays,9,7,July 28 2017,2
Kansas City Royals,1,Boston Red Sox,17,8,July 29 2017,9
Cleveland Indians,0,Chicago White Sox,9,5,July 29 2017,4
Houston Astros,1,Detroit Tigers,8,3,July 29 2017,5
San Francisco Giants,1,Los Angeles Dodgers,3,1,July 29 2017,2
Cincinnati Reds,1,Miami Marlins,10,3,July 29 2017,7
Chicago Cubs,0,Milwaukee Brewers,3,2,July 29 2017,1
Tampa Bay Rays,1,New York Yankees,9,4,July 29 2017,5
Minnesota Twins,1,Oakland Athletics,9,4,July 29 2017,5
Atlanta Braves,1,Philadelphia Phillies,7,3,July 29 2017,4
Pittsburgh Pirates,1,San Diego Padres,6,2,July 29 2017,4
New York Mets,1,Seattle Mariners,5,2,July 29 2017,3
Arizona D'Backs,0,St. Louis Cardinals,8,7,July 29 2017,1
Baltimore Orioles,0,Texas Rangers,4,4,July 29 2017,0
Los Angeles Angels,0,Toronto Blue Jays,11,6,July 29 2017,5
Colorado Rockies,0,Washington Nationals,6,4,July 29 2017,2
Kansas City Royals,0,Boston Red Sox,8,5,July 30 2017,3
Cleveland Indians,1,Chicago White Sox,4,1,July 30 2017,3
Houston Astros,1,Detroit Tigers,14,1,July 30 2017,13
San Francisco Giants,1,Los Angeles Dodgers,5,2,July 30 2017,3
Cincinnati Reds,0,Miami Marlins,10,6,July 30 2017,4
Chicago Cubs,0,Milwaukee Brewers,6,4,July 30 2017,2
Tampa Bay Rays,0,New York Yankees,8,5,July 30 2017,3
Minnesota Twins,1,Oakland Athletics,11,5,July 30 2017,6
Atlanta Braves,1,Philadelphia Phillies,3,1,July 30 2017,2
Pittsburgh Pirates,0,San Diego Padres,8,7,July 30 2017,1
New York Mets,1,Seattle Mariners,10,1,July 30 2017,9
Arizona D'Backs,1,St. Louis Cardinals,5,2,July 30 2017,3
Baltimore Orioles,0,Texas Rangers,16,10,July 30 2017,6
Los Angeles Angels,1,Toronto Blue Jays,21,10,July 30 2017,11
Colorado Rockies,0,Washington Nationals,16,10,July 30 2017,6
Colorado Rockies,1,Washington Nationals,4,1,July 30 2017,3
Kansas City Royals,1,Baltimore Orioles,3,1,July 31 2017,2
Cleveland Indians,1,Boston Red Sox,8,2,July 31 2017,6
Toronto Blue Jays,1,Chicago White Sox,13,6,July 31 2017,7
Tampa Bay Rays,1,Houston Astros,21,7,July 31 2017,14
Washington Nationals,0,Miami Marlins,1,1,July 31 2017,0
Detroit Tigers,1,New York Yankees,10,3,July 31 2017,7
San Francisco Giants,1,Oakland Athletics,13,5,July 31 2017,8
Atlanta Braves,1,Philadelphia Phillies,13,6,July 31 2017,7
Seattle Mariners,0,Texas Rangers,10,6,July 31 2017,4
Philadelphia Phillies,1,Los Angeles Angels,8,1,August 1 2017,7
Los Angeles Dodgers,0,Atlanta Braves,5,3,August 1 2017,2
Kansas City Royals,1,Baltimore Orioles,9,2,August 1 2017,7
Cleveland Indians,1,Boston Red Sox,22,10,August 1 2017,12
Toronto Blue Jays,0,Chicago White Sox,12,8,August 1 2017,4
Arizona D'Backs,1,Chicago Cubs,20,4,August 1 2017,16
New York Mets,1,Colorado Rockies,9,4,August 1 2017,5
Tampa Bay Rays,0,Houston Astros,10,6,August 1 2017,4
Washington Nationals,1,Miami Marlins,13,6,August 1 2017,7
St. Louis Cardinals,1,Milwaukee Brewers,5,2,August 1 2017,3
Detroit Tigers,0,New York Yankees,7,4,August 1 2017,3
San Francisco Giants,0,Oakland Athletics,14,10,August 1 2017,4
Cincinnati Reds,0,Pittsburgh Pirates,10,9,August 1 2017,1
Minnesota Twins,1,San Diego Padres,3,0,August 1 2017,3
Seattle Mariners,0,Texas Rangers,15,8,August 1 2017,7
Philadelphia Phillies,1,Los Angeles Angels,7,0,August 2 2017,7
Los Angeles Dodgers,1,Atlanta Braves,8,3,August 2 2017,5
Kansas City Royals,1,Baltimore Orioles,6,0,August 2 2017,6
Toronto Blue Jays,0,Chicago White Sox,6,5,August 2 2017,1
Arizona D'Backs,0,Chicago Cubs,3,3,August 2 2017,0
New York Mets,0,Colorado Rockies,15,10,August 2 2017,5
Tampa Bay Rays,0,Houston Astros,3,3,August 2 2017,0
Washington Nationals,1,Miami Marlins,7,0,August 2 2017,7
St. Louis Cardinals,0,Milwaukee Brewers,9,5,August 2 2017,4
Detroit Tigers,0,New York Yankees,2,2,August 2 2017,0
Cincinnati Reds,0,Pittsburgh Pirates,7,5,August 2 2017,2
Minnesota Twins,0,San Diego Padres,7,5,August 2 2017,2
Oakland Athletics,0,San Francisco Giants,7,6,August 2 2017,1
Seattle Mariners,1,Texas Rangers,6,1,August 2 2017,5
Philadelphia Phillies,1,Los Angeles Angels,9,4,August 3 2017,5
Los Angeles Dodgers,0,Atlanta Braves,11,7,August 3 2017,4
Detroit Tigers,0,Baltimore Orioles,12,7,August 3 2017,5
Chicago White Sox,1,Boston Red Sox,14,5,August 3 2017,9
Arizona D'Backs,0,Chicago Cubs,18,10,August 3 2017,8
New York Yankees,1,Cleveland Indians,6,1,August 3 2017,5
New York Mets,1,Colorado Rockies,9,4,August 3 2017,5
Tampa Bay Rays,0,Houston Astros,8,5,August 3 2017,3
Seattle Mariners,1,Kansas City Royals,10,4,August 3 2017,6
St. Louis Cardinals,1,Milwaukee Brewers,3,1,August 3 2017,2
Texas Rangers,0,Minnesota Twins,5,4,August 3 2017,1
Cincinnati Reds,1,Pittsburgh Pirates,6,0,August 3 2017,6
Oakland Athletics,1,San Francisco Giants,13,2,August 3 2017,11
Oakland Athletics,1,Los Angeles Angels,14,6,August 4 2017,8
Miami Marlins,1,Atlanta Braves,8,3,August 4 2017,5
Detroit Tigers,0,Baltimore Orioles,7,5,August 4 2017,2
Chicago White Sox,1,Boston Red Sox,5,2,August 4 2017,3
Washington Nationals,0,Chicago Cubs,6,4,August 4 2017,2
St. Louis Cardinals,1,Cincinnati Reds,5,2,August 4 2017,3
New York Yankees,1,Cleveland Indians,9,2,August 4 2017,7
Philadelphia Phillies,1,Colorado Rockies,7,3,August 4 2017,4
Toronto Blue Jays,1,Houston Astros,23,7,August 4 2017,16
Seattle Mariners,0,Kansas City Royals,7,5,August 4 2017,2
Texas Rangers,1,Minnesota Twins,12,4,August 4 2017,8
Los Angeles Dodgers,0,New York Mets,6,6,August 4 2017,0
San Diego Padres,1,Pittsburgh Pirates,16,6,August 4 2017,10
Arizona D'Backs,0,San Francisco Giants,3,2,August 4 2017,1
Milwaukee Brewers,0,Tampa Bay Rays,2,2,August 4 2017,0
Oakland Athletics,0,Los Angeles Angels,5,5,August 5 2017,0
Miami Marlins,1,Atlanta Braves,9,2,August 5 2017,7
Detroit Tigers,1,Baltimore Orioles,7,2,August 5 2017,5
Chicago White Sox,1,Boston Red Sox,5,1,August 5 2017,4
Washington Nationals,1,Chicago Cubs,11,4,August 5 2017,7
St. Louis Cardinals,0,Cincinnati Reds,5,4,August 5 2017,1
New York Yankees,0,Cleveland Indians,3,2,August 5 2017,1
Philadelphia Phillies,1,Colorado Rockies,13,5,August 5 2017,8
Toronto Blue Jays,0,Houston Astros,7,4,August 5 2017,3
Texas Rangers,0,Minnesota Twins,5,4,August 5 2017,1
Los Angeles Dodgers,0,New York Mets,11,7,August 5 2017,4
San Diego Padres,0,Pittsburgh Pirates,7,5,August 5 2017,2
Arizona D'Backs,1,San Francisco Giants,9,4,August 5 2017,5
Milwaukee Brewers,0,Tampa Bay Rays,3,3,August 5 2017,0
Oakland Athletics,0,Los Angeles Angels,21,11,August 6 2017,10
Miami Marlins,0,Atlanta Braves,5,4,August 6 2017,1
Detroit Tigers,1,Baltimore Orioles,15,3,August 6 2017,12
Chicago White Sox,1,Boston Red Sox,9,3,August 6 2017,6
Washington Nationals,0,Chicago Cubs,13,9,August 6 2017,4
St. Louis Cardinals,0,Cincinnati Reds,17,13,August 6 2017,4
New York Yankees,0,Cleveland Indians,9,8,August 6 2017,1
Philadelphia Phillies,0,Colorado Rockies,5,3,August 6 2017,2
Toronto Blue Jays,1,Houston Astros,13,6,August 6 2017,7
Seattle Mariners,0,Kansas City Royals,15,8,August 6 2017,7
Seattle Mariners,1,Kansas City Royals,10,1,August 6 2017,9
Texas Rangers,1,Minnesota Twins,11,5,August 6 2017,6
Los Angeles Dodgers,0,New York Mets,8,8,August 6 2017,0
San Diego Padres,1,Pittsburgh Pirates,9,4,August 6 2017,5
Arizona D'Backs,1,San Francisco Giants,9,3,August 6 2017,6
Milwaukee Brewers,1,Tampa Bay Rays,3,1,August 6 2017,2
Baltimore Orioles,0,Los Angeles Angels,8,6,August 7 2017,2
San Diego Padres,1,Cincinnati Reds,14,3,August 7 2017,11
St. Louis Cardinals,0,Kansas City Royals,14,11,August 7 2017,3
Milwaukee Brewers,1,Minnesota Twins,9,4,August 7 2017,5
Detroit Tigers,1,Pittsburgh Pirates,3,0,August 7 2017,3
Chicago Cubs,0,San Francisco Giants,8,5,August 7 2017,3
Miami Marlins,1,Washington Nationals,5,2,August 7 2017,3
Baltimore Orioles,1,Los Angeles Angels,5,2,August 8 2017,3
Los Angeles Dodgers,1,Arizona D'Backs,9,3,August 8 2017,6
Philadelphia Phillies,0,Atlanta Braves,7,5,August 8 2017,2
Houston Astros,1,Chicago White Sox,13,5,August 8 2017,8
San Diego Padres,0,Cincinnati Reds,10,7,August 8 2017,3
Colorado Rockies,1,Cleveland Indians,5,1,August 8 2017,4
St. Louis Cardinals,0,Kansas City Royals,13,10,August 8 2017,3
Milwaukee Brewers,1,Minnesota Twins,15,4,August 8 2017,11
Texas Rangers,1,New York Mets,9,4,August 8 2017,5
Seattle Mariners,0,Oakland Athletics,13,7,August 8 2017,6
Detroit Tigers,1,Pittsburgh Pirates,9,3,August 8 2017,6
Chicago Cubs,1,San Francisco Giants,9,3,August 8 2017,6
Boston Red Sox,0,Tampa Bay Rays,2,2,August 8 2017,0
New York Yankees,1,Toronto Blue Jays,6,2,August 8 2017,4
Miami Marlins,0,Washington Nationals,10,7,August 8 2017,3
Baltimore Orioles,1,Los Angeles Angels,6,1,August 9 2017,5
Los Angeles Dodgers,0,Arizona D'Backs,5,3,August 9 2017,2
Philadelphia Phillies,0,Atlanta Braves,5,3,August 9 2017,2
Houston Astros,1,Chicago White Sox,8,1,August 9 2017,7
San Diego Padres,1,Cincinnati Reds,11,3,August 9 2017,8
Colorado Rockies,0,Cleveland Indians,5,3,August 9 2017,2
Pittsburgh Pirates,1,Detroit Tigers,10,0,August 9 2017,10
Minnesota Twins,0,Milwaukee Brewers,4,4,August 9 2017,0
Texas Rangers,0,New York Mets,6,5,August 9 2017,1
Seattle Mariners,0,Oakland Athletics,9,6,August 9 2017,3
Chicago Cubs,1,San Francisco Giants,4,1,August 9 2017,3
Kansas City Royals,1,St. Louis Cardinals,13,5,August 9 2017,8
Boston Red Sox,0,Tampa Bay Rays,10,8,August 9 2017,2
New York Yankees,0,Toronto Blue Jays,16,11,August 9 2017,5
Miami Marlins,1,Washington Nationals,11,1,August 9 2017,10
Los Angeles Dodgers,0,Arizona D'Backs,14,8,August 10 2017,6
Houston Astros,1,Chicago White Sox,5,2,August 10 2017,3
San Diego Padres,1,Cincinnati Reds,13,3,August 10 2017,10
Pittsburgh Pirates,0,Detroit Tigers,12,7,August 10 2017,5
Minnesota Twins,0,Milwaukee Brewers,9,7,August 10 2017,2
Baltimore Orioles,0,Oakland Athletics,9,7,August 10 2017,2
New York Mets,0,Philadelphia Phillies,10,10,August 10 2017,0
Los Angeles Angels,0,Seattle Mariners,9,6,August 10 2017,3
Kansas City Royals,1,St. Louis Cardinals,14,6,August 10 2017,8
Cleveland Indians,1,Tampa Bay Rays,5,1,August 10 2017,4
New York Yankees,1,Toronto Blue Jays,4,0,August 10 2017,4
Miami Marlins,1,Washington Nationals,5,2,August 10 2017,3
Chicago Cubs,0,Arizona D'Backs,11,8,August 11 2017,3
Kansas City Royals,1,Chicago White Sox,9,3,August 11 2017,6
Minnesota Twins,0,Detroit Tigers,13,9,August 11 2017,4
San Diego Padres,0,Los Angeles Dodgers,7,4,August 11 2017,3
Colorado Rockies,1,Miami Marlins,9,3,August 11 2017,6
Cincinnati Reds,0,Milwaukee Brewers,21,11,August 11 2017,10
Boston Red Sox,1,New York Yankees,9,4,August 11 2017,5
Baltimore Orioles,1,Oakland Athletics,9,4,August 11 2017,5
New York Mets,0,Philadelphia Phillies,13,7,August 11 2017,6
Los Angeles Angels,0,Seattle Mariners,11,6,August 11 2017,5
Atlanta Braves,1,St. Louis Cardinals,13,5,August 11 2017,8
Cleveland Indians,0,Tampa Bay Rays,5,5,August 11 2017,0
Houston Astros,1,Texas Rangers,10,4,August 11 2017,6
Pittsburgh Pirates,0,Toronto Blue Jays,6,4,August 11 2017,2
Chicago Cubs,1,Arizona D'Backs,8,2,August 12 2017,6
Kansas City Royals,0,Chicago White Sox,9,5,August 12 2017,4
Minnesota Twins,1,Detroit Tigers,23,11,August 12 2017,12
San Diego Padres,1,Los Angeles Dodgers,9,3,August 12 2017,6
Colorado Rockies,1,Miami Marlins,7,3,August 12 2017,4
Cincinnati Reds,1,Milwaukee Brewers,11,5,August 12 2017,6
Boston Red Sox,0,New York Yankees,15,10,August 12 2017,5
Baltimore Orioles,0,Oakland Athletics,17,12,August 12 2017,5
New York Mets,1,Philadelphia Phillies,4,1,August 12 2017,3
Los Angeles Angels,0,Seattle Mariners,9,6,August 12 2017,3
Atlanta Braves,1,St. Louis Cardinals,11,5,August 12 2017,6
Cleveland Indians,0,Tampa Bay Rays,3,3,August 12 2017,0
Houston Astros,1,Texas Rangers,11,3,August 12 2017,8
Pittsburgh Pirates,1,Toronto Blue Jays,9,2,August 12 2017,7
San Francisco Giants,1,Washington Nationals,4,1,August 12 2017,3
Chicago Cubs,0,Arizona D'Backs,9,7,August 13 2017,2
Kansas City Royals,0,Chicago White Sox,20,14,August 13 2017,6
Minnesota Twins,0,Detroit Tigers,10,6,August 13 2017,4
San Diego Padres,1,Los Angeles Dodgers,10,4,August 13 2017,6
Colorado Rockies,1,Miami Marlins,8,3,August 13 2017,5
Cincinnati Reds,1,Milwaukee Brewers,11,4,August 13 2017,7
Boston Red Sox,0,New York Yankees,5,3,August 13 2017,2
Baltimore Orioles,1,Oakland Athletics,12,3,August 13 2017,9
New York Mets,0,Philadelphia Phillies,8,6,August 13 2017,2
Los Angeles Angels,0,Seattle Mariners,6,4,August 13 2017,2
Atlanta Braves,0,St. Louis Cardinals,9,6,August 13 2017,3
Cleveland Indians,0,Tampa Bay Rays,7,4,August 13 2017,3
Houston Astros,0,Texas Rangers,3,2,August 13 2017,1
Pittsburgh Pirates,1,Toronto Blue Jays,8,1,August 13 2017,7
San Francisco Giants,0,Washington Nationals,6,4,August 13 2017,2
San Francisco Giants,1,Washington Nationals,8,2,August 13 2017,6
Houston Astros,1,Arizona D'Backs,2,0,August 14 2017,2
Cleveland Indians,0,Boston Red Sox,10,7,August 14 2017,3
Cincinnati Reds,1,Chicago Cubs,20,5,August 14 2017,15
Atlanta Braves,1,Colorado Rockies,3,0,August 14 2017,3
San Francisco Giants,1,Miami Marlins,11,3,August 14 2017,8
New York Mets,1,New York Yankees,6,2,August 14 2017,4
Kansas City Royals,0,Oakland Athletics,8,6,August 14 2017,2
Philadelphia Phillies,1,San Diego Padres,11,4,August 14 2017,7
Baltimore Orioles,0,Seattle Mariners,14,11,August 14 2017,3
Detroit Tigers,1,Texas Rangers,8,2,August 14 2017,6
Tampa Bay Rays,1,Toronto Blue Jays,3,1,August 14 2017,2
Houston Astros,0,Arizona D'Backs,13,9,August 15 2017,4
St. Louis Cardinals,1,Boston Red Sox,14,4,August 15 2017,10
Cincinnati Reds,0,Chicago Cubs,3,2,August 15 2017,1
Atlanta Braves,0,Colorado Rockies,7,4,August 15 2017,3
Chicago White Sox,1,Los Angeles Dodgers,7,1,August 15 2017,6
San Francisco Giants,0,Miami Marlins,13,9,August 15 2017,4
Pittsburgh Pirates,1,Milwaukee Brewers,4,1,August 15 2017,3
