College,Experience,Height,Name,Position,Weight,team
Arizona,6,6-7,Chase Budinger,SF,209,Phoenix Suns
,14,7-0,Tyson Chandler,C,240,Phoenix Suns
Providence,1,6-1,Bryce Cotton,PG,165,Phoenix Suns
Kentucky,2,6-5,Archie Goodwin,PG,200,Phoenix Suns
Minnesota,11,6-9,Kris Humphries,PF,235,Phoenix Suns
Baylor,1,6-9,Cory Jefferson,PF,218,Phoenix Suns
Vanderbilt,3,6-4,John Jenkins,SG,215,Phoenix Suns
Loyola Marymount University UC Santa Barbara,2,6-5,Orlando Johnson,SG,220,Phoenix Suns
Kentucky,4,6-2,Brandon Knight,SG,195,Phoenix Suns
Maryland,2,7-0,Alex Len,C,250,Phoenix Suns
Wisconsin,4,6-10,Jon Leuer,PF,228,Phoenix Suns
Tennessee,R,6-5,Jordan McRae,PG,179,Phoenix Suns
Kansas,4,6-8,Markieff Morris,PF,245,Phoenix Suns
Missouri,2,5-11,Phil Pressey,PG,175,Phoenix Suns
Nicholls State University Utah Valley State College,10,6-2,Ronnie Price,PG,190,Phoenix Suns
,3,6-9,Mirza Teletović,PF,242,Phoenix Suns
Texas,4,6-5,P.J. Tucker,SF,245,Phoenix Suns
NC State,1,6-8,T.J. Warren,SF,215,Phoenix Suns
Arkansas,3,6-6,Sonny Weems,SG,205,Phoenix Suns
UC Santa Barbara,R,6-8,Alan Williams,PF,265,Phoenix Suns
Kansas,R,6-8,Cliff Alexander,PF,245,Portland Trail Blazers
Wake Forest,5,6-8,Al-Farouq Aminu,SF,220,Portland Trail Blazers
Notre Dame,R,6-5,Pat Connaughton,SG,209,Portland Trail Blazers
California,2,6-5,Allen Crabbe,SG,212,Portland Trail Blazers
UNC,5,6-9,Ed Davis,PF,225,Portland Trail Blazers
Penn State,1,6-0,Tim Frazier,PG,170,Portland Trail Blazers
St. John's,3,6-7,Maurice Harkless,SF,220,Portland Trail Blazers
Duke,6,6-5,Gerald Henderson,SG,215,Portland Trail Blazers
Central Michigan University,12,7-0,Chris Kaman,C,265,Portland Trail Blazers
Illinois,3,7-0,Meyers Leonard,PF,260,Portland Trail Blazers
Weber State,3,6-2,Damian Lillard,PG,195,Portland Trail Blazers
Lehigh,2,6-3,CJ McCollum,SG,197,Portland Trail Blazers
Westchester CC,R,6-7,Luis Montero,SG,185,Portland Trail Blazers
Duke,2,6-11,Mason Plumlee,C,238,Portland Trail Blazers
Dayton,3,6-1,Brian Roberts,PG,173,Portland Trail Blazers
Indiana,1,6-10,Noah Vonleh,PF,257,Portland Trail Blazers
Baylor,3,6-7,Quincy Acy,PF,240,Sacramento Kings
Oklahoma State,4,6-6,James Anderson,SG,213,Sacramento Kings
,8,6-5,Marco Belinelli,SG,210,Sacramento Kings
UConn,13,6-7,Caron Butler,SF,228,Sacramento Kings
,6,6-9,Omri Casspi,PF,225,Sacramento Kings
Kentucky,R,7-0,Willie Cauley-Stein,C,240,Sacramento Kings
UCLA,6,6-0,Darren Collison,PG,175,Sacramento Kings
Kentucky,5,6-10,DeMarcus Cousins,C,270,Sacramento Kings
Liberty Duke,2,6-2,Seth Curry,PG,185,Sacramento Kings
Wisconsin,R,6-9,Duje Dukan,SF,220,Sacramento Kings
UConn,9,6-8,Rudy Gay,SF,230,Sacramento Kings
Ohio State,7,7-0,Kosta Koufos,C,245,Sacramento Kings
Kansas,2,6-3,Ben McLemore,SG,195,Sacramento Kings
Oregon State,1,6-10,Eric Moreland,PF,238,Sacramento Kings
Kentucky,9,6-1,Rajon Rondo,PG,186,Sacramento Kings
Texas,9,6-11,LaMarcus Aldridge,PF,260,San Antonio Spurs
UCLA,1,6-9,Kyle Anderson,SF,230,San Antonio Spurs
Florida,11,6-10,Matt Bonner,C,235,San Antonio Spurs
La Salle,12,6-7,Rasual Butler,SF,215,San Antonio Spurs
,12,6-8,Boris Diaw,PF,250,San Antonio Spurs
Wake Forest,18,6-11,Tim Duncan,C,250,San Antonio Spurs
,13,6-6,Manu Ginóbili,SG,205,San Antonio Spurs
UNC,6,6-6,Danny Green,SG,215,San Antonio Spurs
San Diego State,4,6-7,Kawhi Leonard,SF,230,San Antonio Spurs
,R,7-4,Boban Marjanović,C,290,San Antonio Spurs
Western Carolina University,11,6-7,Kevin Martin,SG,199,San Antonio Spurs
Detroit Mercy,2,6-3,Ray McCallum,PG,190,San Antonio Spurs
Utah,16,6-3,Andre Miller,PG,200,San Antonio Spurs
Saint Mary's,6,6-1,Patty Mills,PG,180,San Antonio Spurs
,14,6-2,Tony Parker,PG,185,San Antonio Spurs
Houston,R,6-6,Jonathon Simmons,SG,195,San Antonio Spurs
Xavier,12,6-9,David West,PF,250,San Antonio Spurs
UNLV,2,6-8,Anthony Bennett,PF,245,Toronto Raptors
,4,6-8,Bismack Biyombo,C,255,Toronto Raptors
,1,6-9,Bruno Caboclo,SF,218,Toronto Raptors
Vanderbilt Missouri,6,6-6,DeMarre Carroll,SF,215,Toronto Raptors
USC,6,6-6,DeMar DeRozan,SG,220,Toronto Raptors
Wake Forest,6,6-7,James Johnson,PF,240,Toronto Raptors
Texas,4,6-3,Cory Joseph,SG,200,Toronto Raptors
Villanova,9,6-0,Kyle Lowry,PG,196,Toronto Raptors
,1,7-0,Lucas Nogueira,C,241,Toronto Raptors
Kentucky,5,6-8,Patrick Patterson,PF,230,Toronto Raptors
UCLA,R,6-3,Norman Powell,SG,215,Toronto Raptors
Washington,3,6-6,Terrence Ross,SF,206,Toronto Raptors
,8,6-9,Luis Scola,PF,240,Toronto Raptors
Rider University,7,6-11,Jason Thompson,C,250,Toronto Raptors
,3,6-11,Jonas Valančiūnas,C,265,Toronto Raptors
Utah,R,6-5,Delon Wright,PG,183,Toronto Raptors
Clemson,5,6-8,Trevor Booker,PF,228,Utah Jazz
Michigan,2,6-0,Trey Burke,PG,175,Utah Jazz
Colorado,4,6-6,Alec Burks,SG,214,Utah Jazz
Georgia Tech,5,6-9,Derrick Favors,PF,265,Utah Jazz
,2,7-1,Rudy Gobert,C,245,Utah Jazz
Virginia Tech,1,6-4,Erick Green,PG,185,Utah Jazz
Butler,5,6-7,Gordon Hayward,SF,207,Utah Jazz
Mississippi State Duke,1,6-8,Rodney Hood,SG,208,Utah Jazz
,1,6-7,Joe Ingles,SF,226,Utah Jazz
Dayton,3,6-6,Chris Johnson,SF,206,Utah Jazz
Kentucky,R,6-9,Trey Lyles,PF,234,Utah Jazz
Butler,4,6-3,Shelvin Mack,PG,203,Utah Jazz
LA-Lafayette University of Alabama at Birmingham,1,6-6,Elijah Millsap,SG,225,Utah Jazz
,R,6-1,Raul Neto,PG,179,Utah Jazz
San Diego State,R,6-7,J.J. O'Brien,SF,228,Utah Jazz
,R,7-3,Tibor Pleiß,C,256,Utah Jazz
Kansas,2,7-0,Jeff Withey,C,231,Utah Jazz
Michigan State,6,6-6,Alan Anderson,SG,220,Washington Wizards
Florida,3,6-3,Bradley Beal,SG,207,Washington Wizards
Pitt,6,6-7,DeJuan Blair,C,270,Washington Wizards
Boston College,8,6-6,Jared Dudley,PF,237,Washington Wizards
Virginia Tech,R,6-7,Jarell Eddie,SF,218,Washington Wizards
Kansas,13,6-10,Drew Gooden,PF,250,Washington Wizards
,8,6-11,Marcin Gortat,C,240,Washington Wizards
NC State,7,6-9,J.J. Hickson,C,242,Washington Wizards
,13,6-11,Nenê Hilário,PF,250,Washington Wizards
UCLA,9,7-0,Ryan Hollins,C,240,Washington Wizards
Minnesota,11,6-9,Kris Humphries,PF,235,Washington Wizards
Kansas,4,6-8,Markieff Morris,PF,245,Washington Wizards
La Salle Towson University,5,6-4,Gary Neal,SG,210,Washington Wizards
Kansas,R,6-7,Kelly Oubre,SF,205,Washington Wizards
Georgetown,2,6-8,Otto Porter,SF,198,Washington Wizards
Nevada,8,6-3,Ramon Sessions,PG,190,Washington Wizards
LSU,5,6-5,Garrett Temple,SF,195,Washington Wizards
LSU,6,6-4,Marcus Thornton,SG,205,Washington Wizards
Kentucky,5,6-4,John Wall,PG,210,Washington Wizards
